Unnamed: 0,Booking_ID,User_ID,Provider_ID,Service_ID,Booking_Date,Service_Date,Service_Location,Booking_Status,Payment_Status,Total_Amount,Discount_Applied,Tax_Amount,Final_Payment,Service_Time,Booking_Time
29273,29274,1192,1196,5,13-10-2012,22-10-2012,14,Cancelled,Pending,2162,93.26,389.16,2457.9,01:39:34,07:07:00
10929,10930,440,1196,5,17-10-2012,26-10-2012,14,Confirmed,Paid,2247.34,425.21,404.52,2226.65,00:07:00,02:04:34
2870,2871,120,1196,5,21-10-2012,31-10-2012,14,Confirmed,Refunded,2376.01,125.67,427.68,2678.02,08:43:29,00:40:08
17933,17934,718,1196,5,27-10-2012,03-11-2012,14,Completed,Pending,2757.89,543.43,496.42,2710.88,09:27:37,23:22:12
17926,17927,718,1196,5,28-10-2012,04-11-2012,14,Completed,Refunded,1009.45,34.89,181.7,1156.26,06:47:29,20:57:14
10933,10934,440,1196,5,06-11-2012,09-11-2012,14,Completed,Paid,4051.83,20.67,729.33,4760.49,02:44:02,22:58:12
18599,18600,752,1196,5,04-11-2012,11-11-2012,14,Cancelled,Pending,3212.38,296.53,578.23,3494.08,10:03:13,22:09:57
12224,12225,489,1196,5,06-11-2012,16-11-2012,14,Confirmed,Refunded,3756.48,510.69,676.17,3921.96,02:20:29,21:32:31
2873,2874,120,1196,5,14-11-2012,20-11-2012,14,Completed,Failed,961.4,171.56,173.05,962.89,22:36:37,23:09:44
12209,12210,489,1196,5,19-11-2012,23-11-2012,14,Confirmed,Failed,2016.28,49.19,362.93,2330.02,04:29:44,11:30:00
22923,22924,926,1196,5,21-11-2012,27-11-2012,14,Completed,Failed,1008.54,165.02,181.54,1025.06,15:46:04,02:35:44
29424,29425,1198,1196,5,25-11-2012,01-12-2012,14,Cancelled,Failed,553.09,108.66,99.56,543.99,10:24:09,06:49:29
29436,29437,1198,1196,5,26-11-2012,02-12-2012,14,Completed,Paid,1590.31,218.87,286.26,1657.7,12:55:45,17:22:14
6292,6293,254,1197,5,08-11-2021,10-11-2021,13,Completed,Paid,4284.21,668.77,771.16,4386.6,04:40:48,12:54:56
6307,6308,254,1197,5,11-11-2021,13-11-2021,13,Cancelled,Refunded,1177.31,134.97,211.92,1254.26,15:43:37,01:41:10
2057,2058,86,1197,5,11-11-2021,16-11-2021,13,Completed,Pending,3022.64,548.87,544.08,3017.85,06:30:24,21:03:02
23904,23905,966,1197,5,18-11-2021,21-11-2021,13,Completed,Failed,1438.12,82.02,258.86,1614.96,22:16:20,20:41:16
32485,32486,1327,1198,5,09-09-2024,18-09-2024,22,Cancelled,Refunded,4595.24,112.67,827.14,5309.71,06:14:09,18:26:32
19020,19021,768,1198,5,15-09-2024,19-09-2024,22,Confirmed,Failed,848.97,76.99,152.81,924.79,17:01:36,02:33:14
7348,7349,290,1198,5,14-09-2024,20-09-2024,22,Cancelled,Pending,3010.72,374.29,541.93,3178.36,06:01:04,17:43:42
10710,10711,431,1198,5,17-09-2024,25-09-2024,22,Confirmed,Refunded,1276.44,11.42,229.76,1494.78,13:25:56,03:16:09
9903,9904,398,1198,5,25-09-2024,27-09-2024,22,Completed,Refunded,3971.4,458,714.85,4228.25,16:10:42,02:32:04
32522,32523,1327,1198,5,19-09-2024,28-09-2024,22,Completed,Failed,2815.44,299.53,506.78,3022.69,19:20:50,23:30:28
7321,7322,290,1198,5,24-09-2024,30-09-2024,22,Cancelled,Failed,3361.35,124.52,605.04,3841.87,01:36:57,18:36:15
5528,5529,226,1198,5,27-09-2024,05-10-2024,22,Cancelled,Paid,3907.34,112.93,703.32,4497.73,17:06:02,18:16:24
2298,2299,95,1198,5,01-10-2024,07-10-2024,22,Completed,Paid,2325.71,291.53,418.63,2452.81,18:22:21,17:46:30
2749,2750,115,1198,5,02-10-2024,10-10-2024,22,Confirmed,Failed,2670.9,508.9,480.76,2642.76,04:11:38,23:55:35
6888,6889,276,1198,5,06-10-2024,12-10-2024,22,Cancelled,Pending,4205.71,583.01,757.03,4379.73,06:37:34,06:29:58
2727,2728,115,1198,5,11-10-2024,14-10-2024,22,Completed,Refunded,1307.06,10.37,235.27,1531.96,12:42:08,07:07:36
32508,32509,1327,1198,5,10-10-2024,18-10-2024,22,Completed,Paid,4242.14,49.12,763.59,4956.61,21:25:34,04:23:25
4903,4904,200,1198,5,19-10-2024,23-10-2024,22,Cancelled,Failed,4717.28,456.5,849.11,5109.89,08:07:56,16:43:13
7341,7342,290,1198,5,18-10-2024,28-10-2024,22,Completed,Refunded,2905.44,448.42,522.98,2980,14:50:28,18:15:09
10341,10342,418,1198,5,30-10-2024,02-11-2024,22,Cancelled,Refunded,4210.43,326.31,757.88,4642,05:16:31,00:04:57
9911,9912,398,1198,5,29-10-2024,07-11-2024,22,Cancelled,Pending,2002.26,253.72,360.41,2108.95,06:25:45,17:47:34
5653,5654,231,1198,5,03-11-2024,10-11-2024,22,Completed,Failed,3196.03,96.65,575.29,3674.67,23:51:54,17:19:35
5649,5650,231,1198,5,05-11-2024,11-11-2024,22,Completed,Refunded,1717.46,291.29,309.14,1735.31,21:32:05,07:09:21
5672,5673,231,1198,5,08-11-2024,14-11-2024,22,Confirmed,Failed,4203.36,54.23,756.6,4905.73,01:11:38,09:39:36
5660,5661,231,1198,5,10-11-2024,16-11-2024,22,Cancelled,Pending,3339.89,25.66,601.18,3915.41,04:54:31,13:13:55
9901,9902,398,1198,5,10-11-2024,20-11-2024,22,Confirmed,Pending,2757.76,185.52,496.4,3068.64,00:33:21,14:59:57
7855,7856,308,1199,5,21-08-2017,27-08-2017,18,Completed,Failed,1927.82,9.04,347.01,2265.79,03:10:05,18:33:38
9357,9358,374,1199,5,26-08-2017,28-08-2017,18,Confirmed,Pending,1310.23,249.38,235.84,1296.69,10:48:37,14:19:35
10724,10725,432,1199,5,21-08-2017,29-08-2017,18,Confirmed,Failed,3174.13,398.27,571.34,3347.2,12:02:18,21:36:54
17322,17323,693,1199,5,23-08-2017,30-08-2017,18,Cancelled,Pending,4990.7,180.9,898.33,5708.13,02:08:10,19:47:11
31329,31330,1272,1199,5,29-08-2017,03-09-2017,18,Confirmed,Pending,3548.47,81.77,638.72,4105.42,14:27:04,12:14:16
17324,17325,693,1199,5,02-09-2017,08-09-2017,18,Cancelled,Paid,2439.68,190.41,439.14,2688.41,02:11:39,21:49:17
22274,22275,905,1199,5,04-09-2017,11-09-2017,18,Cancelled,Paid,3003.12,337.26,540.56,3206.42,22:55:58,14:37:02
21813,21814,887,1199,5,07-09-2017,12-09-2017,18,Cancelled,Paid,4219.62,63.41,759.53,4915.74,23:15:21,18:10:47
15514,15515,623,1200,5,28-12-2020,02-01-2021,3,Cancelled,Pending,3344.53,661.15,602.02,3285.4,16:38:27,07:53:56
20595,20596,830,1200,5,25-12-2020,03-01-2021,3,Cancelled,Refunded,3744.75,231.74,674.05,4187.06,17:16:31,05:08:11
15534,15535,623,1200,5,28-12-2020,07-01-2021,3,Confirmed,Pending,777.63,144.77,139.97,772.83,08:23:02,03:54:59
5009,5010,204,1200,5,04-01-2021,10-01-2021,3,Confirmed,Paid,1332.88,169.58,239.92,1403.22,15:16:07,16:50:51
17362,17363,694,1200,5,08-01-2021,14-01-2021,3,Confirmed,Failed,4600.22,709.81,828.04,4718.45,03:05:03,09:11:14
15015,15016,603,1200,5,14-01-2021,17-01-2021,3,Completed,Refunded,533.66,43.49,96.06,586.23,20:42:12,14:41:58
11721,11722,472,1200,5,10-01-2021,19-01-2021,3,Completed,Paid,4867.22,472.55,876.1,5270.77,17:54:31,07:29:28
3753,3754,153,1201,5,10-05-2018,12-05-2018,4,Confirmed,Failed,2453.02,51.12,441.54,2843.44,11:12:16,20:56:38
4727,4728,196,1201,5,06-05-2018,13-05-2018,4,Cancelled,Refunded,4732.11,112.9,851.78,5470.99,04:37:34,02:49:53
4750,4751,196,1201,5,13-05-2018,15-05-2018,4,Cancelled,Paid,1706.98,97.94,307.26,1916.3,18:50:54,06:26:44
9017,9018,357,1201,5,10-05-2018,18-05-2018,4,Completed,Failed,3898.16,26.64,701.67,4573.19,23:33:55,11:58:24
30700,30701,1246,1201,5,15-05-2018,21-05-2018,4,Confirmed,Paid,4809.56,863.33,865.72,4811.95,14:20:20,01:31:54
32269,32270,1317,1201,5,16-05-2018,22-05-2018,4,Confirmed,Failed,514.14,7.34,92.55,599.35,11:34:19,13:40:54
21604,21605,878,1201,5,18-05-2018,24-05-2018,4,Completed,Paid,3774.85,740.74,679.47,3713.58,21:36:42,21:02:54
11037,11038,443,1201,5,21-05-2018,28-05-2018,4,Completed,Paid,1183.48,120.87,213.03,1275.64,00:22:11,06:17:29
16688,16689,670,1201,5,29-05-2018,02-06-2018,4,Completed,Pending,4904.29,97.37,882.77,5689.69,13:50:59,02:12:22
8100,8101,317,1201,5,30-05-2018,07-06-2018,4,Cancelled,Pending,1549.44,39.49,278.9,1788.85,16:41:49,00:53:37
21589,21590,878,1201,5,03-06-2018,10-06-2018,4,Confirmed,Refunded,1390.55,131.18,250.3,1509.67,01:31:52,04:40:18
4432,4433,181,1202,5,28-04-2014,08-05-2014,43,Completed,Failed,723.31,127.37,130.2,726.14,05:14:33,00:50:39
32145,32146,1311,1202,5,29-04-2014,09-05-2014,43,Confirmed,Pending,798.88,43.7,143.8,898.98,05:28:39,07:31:32
29770,29771,1213,1202,5,07-05-2014,11-05-2014,43,Confirmed,Pending,3425.09,523.19,616.52,3518.42,06:43:16,17:00:25
3981,3982,162,1202,5,08-05-2014,14-05-2014,43,Cancelled,Pending,4997.4,869.21,899.53,5027.72,15:56:06,20:47:53
4843,4844,199,1202,5,07-05-2014,17-05-2014,43,Confirmed,Refunded,2109.06,331.39,379.63,2157.3,23:02:45,00:25:10
6620,6621,267,1202,5,12-05-2014,20-05-2014,43,Cancelled,Refunded,3450.75,189.93,621.13,3881.95,02:44:01,08:07:04
24923,24924,1006,1203,5,16-12-2020,19-12-2020,20,Cancelled,Failed,2925.99,299.33,526.68,3153.34,01:06:20,14:17:12
10351,10352,419,1203,5,19-12-2020,23-12-2020,20,Cancelled,Failed,851.5,72.12,153.27,932.65,00:46:53,16:04:16
6532,6533,262,1203,5,25-12-2020,28-12-2020,20,Completed,Failed,4557.35,337.45,820.32,5040.22,18:02:36,15:31:40
29280,29281,1193,1203,5,27-12-2020,02-01-2021,20,Completed,Refunded,4608.67,383.72,829.56,5054.51,21:55:45,19:42:34
10365,10366,419,1203,5,26-12-2020,04-01-2021,20,Confirmed,Refunded,3520.48,541.14,633.69,3613.03,05:10:31,19:48:08
3795,3796,155,1203,5,06-01-2021,08-01-2021,20,Cancelled,Failed,2003.61,257.84,360.65,2106.42,12:46:43,11:33:32
13864,13865,561,1203,5,11-01-2021,13-01-2021,20,Completed,Pending,673.15,27.24,121.17,767.08,05:46:32,16:37:29
24944,24945,1006,1203,5,10-01-2021,14-01-2021,20,Completed,Refunded,3425.76,146.76,616.64,3895.64,02:18:47,18:12:35
8819,8820,348,1203,5,09-01-2021,17-01-2021,20,Cancelled,Pending,709.87,134.8,127.78,702.85,23:22:29,23:24:52
755,756,30,1204,5,24-01-2018,27-01-2018,49,Cancelled,Failed,569.41,13.26,102.49,658.64,20:56:16,16:03:23
24866,24867,1002,1204,5,28-01-2018,31-01-2018,49,Completed,Pending,1372.09,208.48,246.98,1410.59,01:37:21,22:59:03
27174,27175,1096,1204,5,28-01-2018,01-02-2018,49,Cancelled,Failed,3089.39,357.48,556.09,3288,01:57:52,07:46:50
682,683,26,1204,5,31-01-2018,05-02-2018,49,Completed,Pending,1482.15,166.51,266.79,1582.43,15:41:53,09:31:30
16442,16443,663,1204,5,30-01-2018,07-02-2018,49,Completed,Refunded,3869.79,405.54,696.56,4160.81,12:25:54,08:43:53
16434,16435,663,1204,5,04-02-2018,11-02-2018,49,Cancelled,Failed,1653.45,202.38,297.62,1748.69,19:20:45,03:46:00
23314,23315,944,1204,5,11-02-2018,13-02-2018,49,Completed,Paid,1182.28,83.34,212.81,1311.75,02:54:33,00:05:08
664,665,26,1204,5,07-02-2018,16-02-2018,49,Confirmed,Paid,516.71,100.01,93.01,509.71,02:43:40,07:11:26
29874,29875,1217,1204,5,18-02-2018,20-02-2018,49,Confirmed,Refunded,941.55,78.2,169.48,1032.83,20:20:10,01:17:33
24275,24276,979,1204,5,22-02-2018,25-02-2018,49,Completed,Failed,4294.57,528.76,773.02,4538.83,13:35:13,03:34:54
764,765,30,1204,5,17-02-2018,27-02-2018,49,Confirmed,Refunded,2951.22,438.73,531.22,3043.71,05:28:36,20:00:46
27166,27167,1096,1204,5,02-03-2018,04-03-2018,49,Cancelled,Paid,1450.92,30.8,261.17,1681.29,02:44:05,17:11:35
10324,10325,417,1204,5,04-03-2018,08-03-2018,49,Completed,Pending,934.43,28.55,168.2,1074.08,08:09:02,03:46:07
19469,19470,786,1204,5,02-03-2018,11-03-2018,49,Completed,Pending,4455.39,439.31,801.97,4818.05,01:51:26,05:12:36
8949,8950,353,1204,5,09-03-2018,12-03-2018,49,Completed,Paid,1143.32,174.09,205.8,1175.03,07:38:17,20:25:13
24853,24854,1002,1204,5,04-03-2018,14-03-2018,49,Cancelled,Refunded,3149.71,32.56,566.95,3684.1,14:07:28,12:48:40
23145,23146,937,1204,5,09-03-2018,16-03-2018,49,Cancelled,Paid,4479.18,487.26,806.25,4798.17,07:12:32,04:45:17
17803,17804,714,1205,5,23-03-2013,27-03-2013,47,Confirmed,Refunded,1406.12,184.66,253.1,1474.56,10:00:44,09:59:18
28748,28749,1171,1205,5,18-03-2013,28-03-2013,47,Cancelled,Pending,892.79,37.68,160.7,1015.81,03:00:05,02:39:33
17788,17789,714,1205,5,27-03-2013,01-04-2013,47,Confirmed,Failed,3437.63,12.48,618.77,4043.92,08:34:09,22:21:54
12887,12888,515,1205,5,30-03-2013,05-04-2013,47,Confirmed,Refunded,3121.72,434.83,561.91,3248.8,01:29:22,02:03:05
14386,14387,582,1205,5,30-03-2013,07-04-2013,47,Cancelled,Refunded,4929.95,963.9,887.39,4853.44,21:51:18,21:12:04
28750,28751,1171,1205,5,04-04-2013,11-04-2013,47,Completed,Pending,2391.71,357.68,430.51,2464.54,04:15:45,19:35:29
17805,17806,714,1205,5,12-04-2013,16-04-2013,47,Cancelled,Pending,680.42,26.17,122.48,776.73,03:39:26,08:47:03
31713,31714,1291,1205,5,14-04-2013,19-04-2013,47,Cancelled,Pending,3011.96,434.55,542.15,3119.56,19:52:11,22:38:33
31950,31951,1302,1205,5,14-04-2013,22-04-2013,47,Confirmed,Failed,655.67,53.81,118.02,719.88,19:52:54,14:56:43
17770,17771,714,1205,5,17-04-2013,26-04-2013,47,Confirmed,Pending,3302.96,433.21,594.53,3464.28,14:04:26,03:49:17
8468,8469,333,1205,5,20-04-2013,27-04-2013,47,Completed,Failed,906.95,69.6,163.25,1000.6,04:01:06,14:08:26
12891,12892,515,1205,5,26-04-2013,29-04-2013,47,Completed,Failed,1728.44,310.36,311.12,1729.2,09:28:08,15:00:23
3997,3998,163,1205,5,26-04-2013,01-05-2013,47,Confirmed,Pending,2812.8,233.71,506.3,3085.39,18:24:16,03:26:38
19710,19711,797,1206,5,01-09-2012,06-09-2012,38,Completed,Failed,3915.15,336.62,704.73,4283.26,18:16:24,04:02:02
28040,28041,1136,1206,5,02-09-2012,07-09-2012,38,Cancelled,Paid,4805.59,487.79,865.01,5182.81,09:17:39,09:18:18
12378,12379,494,1206,5,05-09-2012,08-09-2012,38,Confirmed,Refunded,1789.86,130.22,322.17,1981.81,01:33:21,09:32:24
7128,7129,283,1206,5,06-09-2012,13-09-2012,38,Cancelled,Failed,2262.41,99.74,407.23,2569.9,01:46:46,17:20:07
25162,25163,1017,1206,5,05-09-2012,14-09-2012,38,Confirmed,Pending,1759.6,177.83,316.73,1898.5,04:25:59,19:11:24
17223,17224,690,1206,5,09-09-2012,18-09-2012,38,Completed,Refunded,3084.37,149.78,555.19,3489.78,06:50:48,22:08:47
7134,7135,283,1206,5,16-09-2012,22-09-2012,38,Completed,Paid,4612.7,633.37,830.29,4809.62,06:20:01,17:21:10
12898,12899,516,1207,5,12-10-2017,18-10-2017,16,Completed,Paid,4869.72,208.02,876.55,5538.25,17:40:20,03:57:28
17506,17507,701,1207,5,19-10-2017,22-10-2017,16,Completed,Paid,3848.52,22.38,692.73,4518.87,12:03:43,08:18:43
2538,2539,106,1207,5,18-10-2017,25-10-2017,16,Cancelled,Paid,4924.85,386.71,886.47,5424.61,14:24:15,18:40:45
15547,15548,624,1207,5,23-10-2017,29-10-2017,16,Cancelled,Paid,3254.27,332.98,585.77,3507.06,23:19:04,09:12:48
16754,16755,672,1207,5,28-10-2017,31-10-2017,16,Confirmed,Refunded,2880.66,456.04,518.52,2943.14,17:05:14,00:35:17
10565,10566,426,1207,5,28-10-2017,01-11-2017,16,Completed,Pending,4213.33,222.68,758.4,4749.05,02:17:23,10:18:42
10181,10182,408,1207,5,28-10-2017,03-11-2017,16,Confirmed,Failed,3708.49,10.55,667.53,4365.47,09:43:44,23:33:55
27725,27726,1122,1207,5,27-10-2017,06-11-2017,16,Completed,Refunded,4222.74,18.61,760.09,4964.22,02:23:22,05:34:50
10166,10167,408,1207,5,04-11-2017,07-11-2017,16,Cancelled,Failed,2839.84,471.91,511.17,2879.1,06:40:30,01:57:01
19396,19397,784,1207,5,01-11-2017,10-11-2017,16,Confirmed,Failed,4024.01,328.13,724.32,4420.2,05:42:54,02:30:17
10810,10811,436,1207,5,07-11-2017,11-11-2017,16,Cancelled,Pending,2408.21,417.11,433.48,2424.58,15:46:16,14:41:17
19526,19527,787,1207,5,14-11-2017,16-11-2017,16,Completed,Failed,2009.77,30.08,361.76,2341.45,06:35:45,04:05:38
8905,8906,351,1208,5,04-01-2017,10-01-2017,2,Cancelled,Failed,4476.94,290.28,805.85,4992.51,07:25:38,06:06:47
24247,24248,976,1208,5,10-01-2017,13-01-2017,2,Confirmed,Pending,4893.71,290.34,880.87,5484.24,18:02:16,22:33:25
19813,19814,801,1208,5,14-01-2017,17-01-2017,2,Completed,Paid,2340.19,151.52,421.23,2609.9,23:55:08,15:37:41
8889,8890,351,1208,5,12-01-2017,22-01-2017,2,Cancelled,Refunded,3063,510.69,551.34,3103.65,11:14:09,00:44:26
5802,5803,237,1208,5,15-01-2017,25-01-2017,2,Completed,Failed,2634.21,310.01,474.16,2798.36,10:12:04,01:11:02
26128,26129,1052,1208,5,20-01-2017,26-01-2017,2,Completed,Refunded,2965.84,268.64,533.85,3231.05,07:29:08,09:03:55
22729,22730,919,1208,5,21-01-2017,28-01-2017,2,Confirmed,Refunded,4024.64,158.19,724.44,4590.89,23:11:05,03:33:18
26577,26578,1069,1208,5,25-01-2017,30-01-2017,2,Confirmed,Refunded,4671.3,857.71,840.83,4654.42,22:00:18,07:12:44
29067,29068,1183,1208,5,28-01-2017,01-02-2017,2,Confirmed,Failed,4390.51,706.98,790.29,4473.82,02:29:59,02:08:18
26915,26916,1085,1208,5,31-01-2017,05-02-2017,2,Completed,Failed,3144.27,412.05,565.97,3298.19,01:36:59,20:54:10
5425,5426,221,1209,5,26-07-2022,01-08-2022,11,Cancelled,Failed,2658.89,51.2,478.6,3086.29,01:30:48,21:52:33
25803,25804,1040,1209,5,27-07-2022,06-08-2022,11,Cancelled,Refunded,2376.84,307.88,427.83,2496.79,02:50:52,05:36:20
5428,5429,221,1209,5,07-08-2022,10-08-2022,11,Completed,Failed,2135.22,197.48,384.34,2322.08,14:10:31,00:36:09
28390,28391,1152,1209,5,10-08-2022,12-08-2022,11,Cancelled,Failed,1665.17,93.77,299.73,1871.13,11:17:13,17:55:12
25807,25808,1040,1209,5,08-08-2022,13-08-2022,11,Cancelled,Paid,4831.23,555.71,869.62,5145.14,21:45:54,13:27:23
24490,24491,988,1209,5,12-08-2022,17-08-2022,11,Completed,Paid,1193.04,106.07,214.75,1301.72,08:10:02,16:54:55
2251,2252,93,1209,5,12-08-2022,20-08-2022,11,Completed,Failed,2185.96,119.74,393.47,2459.69,13:29:44,08:04:29
25653,25654,1036,1209,5,18-08-2022,21-08-2022,11,Cancelled,Failed,2922.64,412.66,526.08,3036.06,13:49:39,15:13:08
18698,18699,756,1210,5,10-06-2021,15-06-2021,52,Confirmed,Pending,4569.14,347.26,822.45,5044.33,23:09:53,01:41:26
26462,26463,1063,1210,5,13-06-2021,18-06-2021,52,Confirmed,Failed,3180.82,278.04,572.55,3475.33,14:42:39,20:01:47
5982,5983,243,1210,5,17-06-2021,23-06-2021,52,Completed,Pending,4444.98,257.14,800.1,4987.94,01:23:58,12:20:55
10957,10958,441,1210,5,22-06-2021,26-06-2021,52,Completed,Pending,1830.71,299.65,329.53,1860.59,10:40:09,05:33:19
607,608,22,1210,5,21-06-2021,28-06-2021,52,Completed,Refunded,1607.76,319.65,289.4,1577.51,20:27:25,20:34:05
17807,17808,715,1210,5,25-06-2021,30-06-2021,52,Cancelled,Pending,4008.04,404.49,721.45,4325,19:52:01,04:49:35
11637,11638,468,1210,5,28-06-2021,04-07-2021,52,Cancelled,Refunded,4328.9,33.83,779.2,5074.27,03:59:54,06:10:39
12667,12668,505,1210,5,28-06-2021,07-07-2021,52,Completed,Pending,3756.77,522.26,676.22,3910.73,00:41:26,18:18:28
1752,1753,74,1210,5,08-07-2021,12-07-2021,52,Confirmed,Failed,1396.67,226.3,251.4,1421.77,17:42:12,19:18:04
19689,19690,795,1210,5,15-07-2021,17-07-2021,52,Cancelled,Refunded,2445.78,79.04,440.24,2806.98,18:17:23,22:10:30
12687,12688,505,1210,5,13-07-2021,19-07-2021,52,Completed,Pending,1961.44,371.43,353.06,1943.07,23:04:37,07:22:52
26476,26477,1063,1210,5,14-07-2021,21-07-2021,52,Cancelled,Refunded,3379.8,100.21,608.36,3887.95,07:15:24,17:18:56
26449,26450,1063,1210,5,15-07-2021,22-07-2021,52,Cancelled,Pending,1019.2,24.84,183.46,1177.82,05:38:18,19:34:04
5712,5713,233,1210,5,23-07-2021,25-07-2021,52,Confirmed,Paid,3284.36,53.06,591.18,3822.48,07:16:24,19:02:38
10954,10955,441,1210,5,23-07-2021,26-07-2021,52,Confirmed,Paid,2319.8,427.31,417.56,2310.05,10:36:33,12:29:02
10955,10956,441,1210,5,25-07-2021,29-07-2021,52,Cancelled,Refunded,1654.07,148.86,297.73,1802.94,23:34:23,12:17:00
2362,2363,99,1210,5,01-08-2021,03-08-2021,52,Cancelled,Refunded,4413.29,337.04,794.39,4870.64,13:44:45,20:44:15
5229,5230,214,1210,5,26-07-2021,05-08-2021,52,Confirmed,Refunded,4867.32,632.14,876.12,5111.3,01:14:11,12:19:07
19162,19163,774,1211,5,31-07-2015,02-08-2015,41,Confirmed,Paid,4739.9,259.02,853.18,5334.06,20:09:00,11:51:10
27566,27567,1113,1211,5,03-08-2015,05-08-2015,41,Completed,Failed,4115.56,599.61,740.8,4256.75,15:44:17,13:10:32
8316,8317,327,1211,5,05-08-2015,10-08-2015,41,Cancelled,Paid,539.42,51.24,97.1,585.28,08:07:38,00:52:54
28184,28185,1144,1211,5,09-08-2015,11-08-2015,41,Cancelled,Paid,852.53,169.66,153.46,836.33,17:33:44,16:02:56
22143,22144,901,1211,5,14-08-2015,16-08-2015,41,Completed,Failed,4772.28,42.44,859.01,5588.85,18:21:38,10:02:24
4413,4414,180,1211,5,11-08-2015,18-08-2015,41,Cancelled,Paid,1695.7,173.4,305.23,1827.53,11:47:27,17:25:01
29045,29046,1182,1211,5,13-08-2015,21-08-2015,41,Cancelled,Refunded,1745.31,76.81,314.16,1982.66,05:33:07,01:50:26
28185,28186,1144,1211,5,12-08-2015,22-08-2015,41,Completed,Paid,4290.97,65.83,772.37,4997.51,03:52:51,17:31:11
19963,19964,805,1211,5,18-08-2015,24-08-2015,41,Confirmed,Failed,3958.4,386.37,712.51,4284.54,04:30:11,17:44:22
8309,8310,327,1211,5,18-08-2015,28-08-2015,41,Cancelled,Failed,4035.5,789.81,726.39,3972.08,17:59:57,01:26:46
4403,32924,180,1211,5,23-08-2015,31-08-2015,41,Confirmed,Pending,4156.37,336.54,748.15,4567.98,17:12:40,19:40:25
19942,19943,805,1211,5,28-08-2015,01-09-2015,41,Completed,Paid,3010.04,401.42,541.81,3150.43,22:22:45,04:17:22
10436,10437,421,1211,5,26-08-2015,04-09-2015,41,Completed,Refunded,2278.05,423.52,410.05,2264.58,05:59:58,00:56:59
12415,12416,495,1211,5,01-09-2015,07-09-2015,41,Cancelled,Pending,1628.79,72.72,293.18,1849.25,02:37:37,13:54:59
17392,17393,695,1211,5,31-08-2015,08-09-2015,41,Cancelled,Paid,3745.59,320.76,674.21,4099.04,23:00:52,21:01:40
6437,6438,259,1212,5,26-10-2017,05-11-2017,10,Confirmed,Paid,2502.14,34.7,450.39,2917.83,18:54:52,18:54:00
2944,2945,123,1212,5,03-11-2017,09-11-2017,10,Completed,Paid,3817.21,18.84,687.1,4485.47,09:43:44,00:39:26
9083,9084,358,1213,5,05-05-2017,12-05-2017,51,Cancelled,Refunded,3327.2,382.26,598.9,3543.84,10:27:35,13:54:34
3867,32918,158,1213,5,12-05-2017,17-05-2017,51,Completed,Failed,1103.49,90.49,198.63,1211.63,11:26:53,20:34:41
11353,11354,456,1213,5,17-05-2017,21-05-2017,51,Confirmed,Paid,3944.35,574.62,709.98,4079.71,03:18:40,11:25:11
29815,29816,1215,1213,5,19-05-2017,26-05-2017,51,Completed,Paid,608.85,49.89,109.59,668.55,10:54:29,01:39:59
19725,19726,798,1213,5,25-05-2017,31-05-2017,51,Confirmed,Refunded,2360.82,52.21,424.95,2733.56,14:55:37,16:45:30
28408,28409,1153,1213,5,30-05-2017,01-06-2017,51,Confirmed,Refunded,4020.91,751.47,723.76,3993.2,16:04:44,21:04:50
3865,3866,158,1213,5,27-05-2017,04-06-2017,51,Cancelled,Paid,1808.27,287.55,325.49,1846.21,05:46:31,03:18:50
30600,30601,1242,1213,5,04-06-2017,08-06-2017,51,Cancelled,Refunded,4131.19,607.25,743.61,4267.55,18:09:10,22:46:02
11822,11823,475,1214,5,05-01-2020,13-01-2020,36,Completed,Paid,1208.35,106.9,217.5,1318.95,14:55:35,14:47:14
22700,22701,918,1214,5,13-01-2020,16-01-2020,36,Cancelled,Failed,3293.97,70.64,592.91,3816.24,00:35:16,21:10:55
18958,18959,767,1214,5,11-01-2020,20-01-2020,36,Confirmed,Pending,2011.34,269.44,362.04,2103.94,12:07:17,05:48:44
11821,11822,475,1214,5,23-01-2020,25-01-2020,36,Cancelled,Refunded,3345.68,0.2,602.22,3947.7,23:23:04,02:04:16
19079,19080,771,1214,5,25-01-2020,29-01-2020,36,Cancelled,Failed,4248.46,234.53,764.72,4778.65,20:55:00,19:21:42
12666,12667,504,1214,5,28-01-2020,31-01-2020,36,Cancelled,Pending,4944.37,612.06,889.99,5222.3,15:36:59,10:01:09
462,463,17,1214,5,02-02-2020,05-02-2020,36,Confirmed,Failed,1672.76,42.63,301.1,1931.23,21:27:36,04:26:05
22703,22704,918,1214,5,04-02-2020,10-02-2020,36,Confirmed,Refunded,3421.14,566.17,615.81,3470.78,23:53:26,10:44:08
22715,22716,918,1214,5,08-02-2020,14-02-2020,36,Cancelled,Pending,4040.72,498.33,727.33,4269.72,22:16:42,00:05:52
28309,28310,1147,1214,5,09-02-2020,16-02-2020,36,Confirmed,Refunded,4405.41,91.26,792.97,5107.12,23:27:46,12:38:02
1984,1985,82,1214,5,11-02-2020,20-02-2020,36,Confirmed,Pending,2572.48,387.33,463.05,2648.2,02:24:39,12:47:48
22120,22121,899,1214,5,14-02-2020,21-02-2020,36,Confirmed,Paid,4056.86,175.53,730.23,4611.56,22:08:39,05:39:33
