performance_review_id,average_rating,customer_feedback_score,total_reviews,completion_rate,cancellation_rate,response_time,no_show_rate
995,4.0,75.11,2,77.56,8.26,25.54,2.81
996,3.6,74.87,1,81.42,9.58,26.05,5.02
997,4.9,96.06,5,90.47,6.16,18.3,1.08
998,3.7,69.4,1,79.57,11.31,25.78,3.42
999,4.9,98.88,5,83.08,6.95,16.53,2.38
1000,4.2,82.98,3,82.71,8.88,22.36,3.16
1001,3.8,80.74,1,83.77,9.26,22.3,4.69
1002,4.3,86.44,3,80.07,5.18,19.49,5.39
1003,4.8,93.75,5,83.56,5.51,22.1,3.84
1004,4.6,94.09,4,81.98,9.44,18.8,0.83
1005,4.7,91.71,4,88.97,9.37,22.13,0.8
1006,4.5,94.04,4,80.63,8.38,20.48,3.44
1007,4.5,88.75,4,86.87,5.37,18.09,3.51
1008,4.8,96.5,4,85.16,3.71,21.2,3.91
1009,3.9,73.51,2,84.56,8.29,23.98,4.72
1010,4.2,83.26,2,88.14,10.04,21.27,2.51
1011,3.8,79.32,2,77.65,10.43,22.49,4.27
1012,5.0,103.06,5,85.64,7.8,16.44,3.24
1013,4.9,95.24,5,90.1,6.49,22.05,3.89
1014,3.6,69.26,0,78.16,7.48,24.56,3.75
1015,4.6,95.17,4,82.65,4.39,18.11,2.96
1016,4.9,102.3,5,90.25,3.09,21.61,0.84
1017,3.8,71.95,1,86.37,9.5,22.47,4.39
1018,4.4,87.5,3,85.07,5.76,19.62,1.56
1019,4.9,96.37,5,84.78,7.21,18.09,3.97
1020,3.6,75.71,0,79.49,10.82,24.99,5.35
1021,4.5,85.84,4,81.7,5.91,18.44,4.42
1022,3.9,75.11,2,84.62,6.86,23.29,6.19
1023,4.9,100.52,5,89.73,3.41,21.77,0.93
1024,5.0,95.51,5,91.25,6.92,17.13,2.78
1025,4.9,97.93,5,82.27,5.5,18.39,3.75
1026,4.2,83.42,3,84.12,6.84,21.58,3.9
1027,4.8,94.34,5,83.64,8.24,20.32,2.96
1028,4.8,94.95,4,84.91,6.66,22.32,2.03
1029,4.0,80.3,2,85.35,8.61,22.37,4.7
1030,4.7,90.61,4,82.92,7.86,17.61,2.18
1031,3.6,72.72,0,81.88,11.59,23.69,4.71
1032,4.4,91.05,3,86.05,8.42,19.54,1.61
1033,3.8,78.6,2,86.04,8.74,24.71,2.43
1034,3.7,70.54,1,83.75,8.68,21.38,2.82
1035,3.6,68.49,1,83.54,11.33,23.35,3.57
1036,4.5,87.68,4,85.32,7.11,21.27,2.83
1037,4.0,78.61,2,79.37,9.73,21.66,2.08
1038,4.6,91.08,4,84.76,9.04,20.91,1.42
1039,3.6,73.8,1,80.99,12.2,22.29,5.93
1040,4.0,75.57,2,84.28,7.17,25.66,5.05
1041,4.3,81.35,3,85.08,5.73,20.55,4.56
1042,4.7,92.92,4,84.94,4.97,22.74,4.29
1043,4.0,81.97,2,80.15,10.01,21.96,2.48
1044,4.4,84.93,3,81.18,6.52,23.09,1.85
1045,4.8,97.42,5,88.44,4.14,18.28,1.73
1046,4.4,85.6,3,85.95,4.89,22.42,4.86
1047,3.8,79.86,1,83.37,8.06,22.74,5.5
1048,3.5,73.96,0,78.73,7.82,25.05,4.3
1049,4.8,93.97,5,84.12,4.04,20.84,0.75
1050,3.5,67.3,0,82.6,11.1,25.53,5.47
1051,4.8,95.11,5,89.24,3.22,20.26,1.43
1052,4.3,83.41,3,83.56,5.31,19.19,3.52
1053,4.9,99.72,5,88.12,7.87,17.89,3.97
1054,4.7,97.26,3,84.74,8.47,20.63,2.89
1055,5.0,101.73,5,89.52,4.48,16.11,3.7
1056,4.0,83.24,2,85.86,6.03,21.5,3.57
1057,4.7,92.97,4,87.88,7.63,18.58,3.13
1058,4.1,78.56,3,83.13,7.36,21.1,5.38
1059,4.2,86.38,3,83.09,5.17,22.41,3.95
1060,4.4,86.6,3,85.92,5.25,21.89,3.66
1061,4.8,97.71,5,88.3,3.92,22.25,3.27
1062,5.0,97.71,5,88.09,6.03,18.32,3.53
1063,4.7,89.81,4,87.25,8.79,22.76,0.95
1064,4.1,86.93,3,78.97,9.96,23.51,3.15
1065,4.1,78.56,3,87.52,8.48,25.08,3.39
1066,4.6,96.88,4,88.41,6.23,22.6,4.44
1067,3.9,82.77,2,80.74,9.51,24.53,6.02
1068,3.7,76.94,1,81.63,9.06,23.34,3.08
1069,4.0,81.59,2,77.97,6.98,21.45,2.48
1070,3.9,78.78,2,77.41,9.88,21.73,5.94
1071,3.9,81.66,2,79.51,11.04,26.11,3.38
1072,3.9,75.89,2,83.9,8.04,26.15,3.17
1073,3.6,71.68,0,84.02,11.75,25.95,2.94
1074,3.5,71.19,0,80.59,9.59,27.3,4.1
1075,5.0,99.11,5,87.82,4.91,21.51,2.77
1076,4.1,81.27,3,82.02,5.37,22.67,3.5
1077,4.1,80.3,2,79.62,9.37,23.37,3.87
1078,4.5,90.64,4,81.18,8.85,20.51,4.67
1079,3.8,79.51,2,84.11,10.08,23.31,2.86
1080,4.9,95.02,5,91.28,3.71,16.63,0.48
1081,4.7,98.34,4,85.58,4.02,19.8,4.01
1082,3.6,73.89,1,82.09,10.14,25.64,5.9
1083,4.1,85.23,3,87.14,7.61,22.13,2.85
1084,4.8,96.56,4,82.4,5.67,22.03,1.7
1085,4.9,100.8,5,89.7,8.61,18.4,1.44
1086,4.2,79.16,3,84.67,9.24,20.0,4.19
1087,4.4,91.18,3,85.49,6.77,23.27,1.44
1088,3.8,71.4,1,79.43,6.21,24.84,4.36
1089,5.0,103.9,5,89.34,2.7,17.45,0.54
1090,3.8,80.92,2,84.45,10.21,24.02,5.68
1091,4.9,95.94,5,83.13,7.83,18.81,1.72
1092,4.5,87.1,3,85.34,8.25,23.63,3.11
1093,4.4,90.65,2,80.51,6.74,22.04,1.32
1094,4.3,83.53,3,87.73,4.79,19.75,1.63
1095,3.8,79.66,2,81.58,11.9,23.81,5.1
1096,3.8,72.03,1,84.58,12.02,25.98,5.47
1097,3.8,72.26,2,80.18,9.4,24.83,5.24
1098,3.8,80.79,1,77.75,6.52,25.85,5.35
1099,4.7,95.74,4,81.41,6.65,18.7,1.02
1100,4.0,83.47,2,80.32,10.85,25.33,4.77
1101,3.6,70.24,1,77.94,10.78,26.13,3.53
1102,5.0,101.76,5,88.1,6.82,20.37,0.39
1103,4.8,96.94,5,81.72,3.61,18.88,3.43
1104,4.9,99.03,5,87.21,3.44,21.73,3.76
1105,5.0,101.83,5,86.42,3.26,19.83,2.87
1106,3.8,76.75,1,82.27,11.53,25.91,5.62
1107,4.1,81.29,2,85.02,8.36,21.77,5.76
1108,4.6,89.76,4,86.84,8.45,18.47,1.34
1109,4.5,92.69,4,89.85,4.69,19.99,4.86
1110,3.7,71.26,1,77.38,11.97,23.93,5.0
1111,4.7,95.92,4,85.3,8.33,20.4,3.85
1112,3.8,73.33,1,80.75,7.45,23.86,5.0
1113,3.8,77.25,2,80.67,11.35,24.08,4.68
1114,4.3,88.47,3,85.64,6.18,23.85,4.21
1115,4.4,85.19,3,84.4,5.53,19.42,2.48
1116,4.4,83.6,3,84.67,5.89,20.3,4.9
1117,3.6,68.31,1,79.82,12.16,26.93,3.26
1118,4.8,97.06,5,91.42,8.59,20.16,1.67
1119,3.9,81.49,2,86.28,7.77,23.9,2.32
1120,3.7,69.45,0,79.08,10.63,24.07,3.69
1121,4.8,98.34,5,82.62,7.15,20.09,1.27
1122,4.9,96.41,5,90.4,7.64,17.59,0.4
1123,4.8,95.79,5,91.47,4.88,20.08,2.37
1124,4.7,98.29,4,83.93,6.46,23.18,2.47
1125,4.5,88.32,3,83.58,8.01,21.4,1.31
1126,4.3,85.65,3,88.42,4.76,19.07,2.45
1127,3.6,67.14,1,82.61,8.96,26.38,6.61
1128,4.1,77.82,3,80.96,9.38,21.98,2.24
1129,4.1,79.59,2,83.81,6.72,20.52,3.02
1130,3.9,73.28,2,86.44,11.55,25.58,2.34
1131,4.6,93.31,4,88.62,3.88,18.79,1.4
1132,4.2,83.26,3,85.92,10.65,24.72,4.4
1133,3.6,72.48,1,82.87,8.0,24.25,4.27
1134,3.8,72.75,2,78.28,6.39,25.26,4.21
1135,4.5,87.96,4,88.25,5.75,21.28,1.63
1136,3.6,73.64,1,78.26,11.42,23.14,5.53
1137,4.8,100.65,4,90.8,7.61,20.83,3.41
1138,4.2,79.5,2,82.15,6.15,24.95,2.32
1139,4.2,87.9,3,87.08,6.08,23.82,1.78
1140,4.4,88.77,3,82.16,8.16,22.02,1.52
1141,4.7,94.64,4,86.15,6.15,23.14,3.23
1142,4.0,80.0,2,78.57,10.25,21.59,2.54
1143,4.5,85.69,3,86.6,4.14,18.37,2.98
1144,4.3,81.9,3,87.36,8.26,18.99,2.01
1145,3.9,79.01,2,84.18,10.18,24.66,2.88
1146,4.8,94.41,4,86.73,9.06,21.78,0.42
1147,4.7,98.17,4,81.45,7.47,21.01,1.88
1148,4.5,89.07,4,89.33,5.39,23.43,1.36
1149,4.8,92.43,5,88.55,3.75,20.99,1.98
1150,4.8,98.15,5,88.96,6.95,19.03,2.79
1151,4.6,89.93,4,88.45,6.84,18.69,2.27
1152,4.8,96.25,4,88.98,8.49,22.35,3.22
1153,4.5,91.98,4,84.41,8.36,18.62,3.97
1154,4.5,94.0,4,87.34,7.06,21.26,3.79
1155,4.4,90.92,3,85.75,6.72,20.28,4.95
1156,4.6,93.76,4,89.04,6.13,19.23,1.75
1157,3.7,75.8,1,84.02,7.76,25.08,3.36
1158,4.8,100.46,5,81.91,3.2,18.19,2.84
1159,4.8,93.96,5,85.29,6.55,22.3,2.78
1160,3.5,65.01,0,75.35,8.27,24.44,5.04
1161,4.7,91.72,4,82.02,4.65,21.26,0.62
1162,3.7,71.18,1,82.01,7.15,25.57,4.82
1163,4.0,81.62,2,86.24,6.64,24.1,5.73
1164,4.6,93.34,4,81.7,3.89,23.02,2.14
1165,3.7,74.93,1,80.51,10.45,22.59,6.47
1166,4.7,89.16,4,90.11,5.81,17.72,2.03
1167,4.7,96.29,4,89.14,6.77,17.53,1.16
1168,4.3,84.24,3,84.2,8.42,24.07,2.99
1169,3.5,71.65,0,82.72,12.83,27.84,4.98
1170,3.9,78.57,2,82.23,6.21,22.22,4.72
1171,4.4,86.43,3,81.08,6.81,22.56,3.22
1172,5.0,96.35,5,83.75,3.98,16.05,2.15
1173,4.4,83.94,3,81.38,7.16,19.53,1.3
1174,3.9,81.32,2,80.51,11.32,24.54,3.21
1175,4.5,94.18,3,89.31,8.34,18.4,2.24
1176,4.3,87.5,3,87.0,8.57,21.61,5.35
1177,4.7,90.03,4,85.33,6.05,21.18,1.78
1178,3.7,73.02,1,80.93,10.43,25.8,6.19
1179,4.6,94.29,4,83.16,3.89,20.32,2.02
1180,4.3,88.8,3,86.04,8.12,22.58,1.78
1181,4.9,94.18,5,90.03,6.12,19.64,1.19
1182,4.0,75.0,1,79.89,7.58,20.31,3.09
1183,4.4,90.12,3,79.92,5.51,22.86,5.11
1184,4.9,96.57,4,88.24,7.65,17.43,2.9
1185,3.7,71.54,1,81.63,6.72,21.39,6.33
1186,4.9,93.13,5,86.02,3.22,19.11,3.54
1187,4.5,90.4,3,86.44,6.64,23.19,3.31
1188,3.6,75.51,1,81.01,8.22,22.5,5.5
1189,4.0,84.58,2,80.01,9.97,20.08,4.5
1190,4.6,92.66,4,84.48,7.51,18.26,3.47
1191,3.6,72.14,1,79.78,11.34,23.78,3.86
1192,4.4,83.85,3,88.3,6.25,21.88,2.83
1193,4.0,80.49,2,87.11,9.94,21.16,4.37
1194,4.4,86.8,3,88.43,9.47,23.21,1.34
1195,3.6,73.07,0,82.69,8.77,26.12,4.73
1196,4.8,94.89,5,87.35,5.14,20.98,3.84
1197,5.0,97.4,5,89.39,7.9,18.92,1.97
1198,5.0,95.95,5,91.89,2.8,18.19,2.21
1199,4.6,90.15,4,83.0,5.8,19.85,1.61
1200,3.7,69.97,1,81.35,7.11,24.22,5.78
1201,4.6,88.77,4,87.4,3.87,18.06,2.24
1202,3.5,74.87,0,81.79,7.68,26.09,6.83
1203,3.5,69.44,0,77.52,9.59,24.11,6.97
1204,4.0,80.32,2,83.37,9.62,21.35,5.66
1205,4.2,87.74,3,86.46,6.64,20.87,1.94
1206,4.7,98.96,4,85.75,8.5,18.28,1.93
1207,4.5,90.83,4,87.93,6.63,23.41,4.78
1208,4.2,87.12,3,82.1,10.71,20.21,4.82
1209,3.9,76.27,2,86.39,11.52,25.7,5.84
1210,5.0,98.06,5,87.84,7.14,19.43,2.29
1211,4.1,81.03,3,83.96,10.79,24.8,3.72
1212,4.2,85.73,3,78.81,9.14,22.04,2.03
1213,3.7,75.82,1,77.7,11.77,26.77,5.96
1214,4.7,92.15,4,87.33,4.82,18.47,3.58
1215,4.5,86.33,4,84.2,6.07,21.33,1.24
1216,3.8,77.32,2,81.58,10.62,21.56,3.24
1217,3.6,68.28,1,76.13,9.25,24.28,5.03
1218,4.5,90.78,4,88.34,9.02,21.42,3.74
1219,4.5,91.93,4,87.85,9.27,21.63,1.55
1220,3.9,80.01,2,78.85,7.6,22.59,3.18
1221,4.9,100.53,5,88.34,7.74,16.86,0.97
1222,3.7,77.73,1,84.18,7.33,25.13,3.48
1223,4.1,82.0,3,84.41,7.21,22.53,5.48
1224,4.9,100.3,5,85.1,5.91,17.22,3.06
1225,4.1,83.19,2,84.56,6.56,25.22,4.75
1226,4.5,86.87,3,82.1,7.48,23.73,4.18
1227,4.1,77.26,2,81.18,8.67,24.74,3.23
1228,3.9,75.85,2,79.4,7.04,25.46,5.27
1229,5.0,99.43,5,88.07,7.27,16.59,3.91
1230,4.1,83.17,3,79.08,8.99,25.56,4.59
1231,4.8,99.5,5,90.83,5.01,19.2,2.07
1232,3.8,72.96,2,79.84,7.49,21.78,5.27
1233,3.8,72.26,2,78.69,11.37,25.67,6.0
1234,3.5,74.63,0,79.97,12.01,23.35,3.52
1235,4.5,86.08,4,82.77,5.38,21.16,2.06
1236,4.1,81.78,2,83.35,5.41,20.37,5.48
1237,4.8,96.86,5,84.99,7.93,19.65,4.18
1238,4.2,84.41,3,79.82,8.59,22.55,3.54
1239,5.0,95.86,5,85.16,3.11,18.68,1.5
1240,3.8,71.57,1,80.88,9.62,21.22,3.53
1241,4.8,92.05,5,81.8,5.81,19.71,2.4
1242,4.7,94.86,4,88.71,8.05,20.01,4.34
1243,4.7,94.44,4,87.22,4.65,18.77,1.2
1244,4.8,93.34,4,87.51,5.82,22.33,2.08
1245,4.6,93.38,4,85.96,4.64,20.11,4.45
1246,4.4,91.2,3,85.4,10.05,23.58,2.6
1247,3.7,69.42,1,85.35,11.07,21.86,5.67
1248,3.5,69.98,0,75.09,11.42,23.91,4.56
1249,4.9,99.89,5,82.48,6.94,17.46,3.42
1250,4.4,85.52,3,81.41,6.84,20.85,5.12
1251,4.7,92.08,4,82.67,8.94,17.87,2.15
1252,4.2,85.14,3,80.31,5.34,21.85,4.98
1253,3.7,77.98,1,82.72,11.22,23.32,6.55
1254,3.7,77.1,1,80.59,7.69,22.54,6.54
1255,4.5,90.83,4,89.92,5.94,21.85,2.74
1256,4.1,84.3,3,80.27,8.32,25.31,3.74
1257,3.8,74.65,2,79.61,10.8,22.04,3.61
1258,4.2,85.41,3,88.34,9.93,23.47,2.86
1259,3.6,71.66,1,83.82,10.2,26.05,4.77
1260,4.4,84.9,3,84.2,6.72,21.39,2.0
1261,3.9,80.02,2,82.55,11.48,25.79,5.04
1262,4.7,94.56,4,89.43,4.88,23.0,2.75
1263,4.0,78.59,2,82.31,10.32,22.17,5.59
1264,4.2,88.11,3,80.56,8.57,23.11,4.84
1265,3.5,65.21,0,83.28,9.26,25.97,4.29
1266,3.6,70.16,1,80.88,6.71,24.02,4.82
1267,4.1,77.57,2,79.53,7.88,21.5,4.8
1268,4.2,86.67,3,83.56,6.56,24.8,2.37
1269,4.4,90.02,2,83.63,4.93,23.14,1.33
1270,3.9,76.31,2,85.77,6.25,21.09,5.61
1271,4.5,91.76,3,81.26,6.09,18.72,1.55
1272,4.8,94.96,5,90.25,6.79,22.34,3.96
1273,4.7,96.56,4,86.12,8.43,17.69,4.25
1274,3.6,71.54,0,79.54,7.8,25.73,4.64
1275,4.2,83.12,3,80.12,7.45,20.56,4.83
1276,3.7,78.35,1,83.01,8.75,21.41,4.05
1277,3.9,75.51,2,86.27,8.88,20.76,5.63
1278,5.0,96.2,5,86.25,7.36,18.24,3.3
1279,3.7,74.85,1,78.42,9.72,21.67,2.91
1280,4.2,88.69,3,84.05,9.98,22.78,3.93
1281,4.4,86.78,3,87.46,7.41,22.28,3.76
1282,4.6,87.62,4,80.54,7.32,19.84,0.8
1283,4.3,84.39,3,85.31,7.22,23.26,5.32
1284,3.5,70.06,0,80.97,11.94,24.94,4.63
1285,4.0,76.62,2,80.68,11.04,22.58,4.07
1286,4.3,87.58,3,83.51,8.43,21.24,2.18
1287,3.6,76.98,1,77.97,11.62,24.19,5.24
1288,4.0,79.52,2,85.4,5.85,25.81,5.24
1289,3.5,68.55,0,81.35,12.44,26.09,5.34
1290,3.6,71.01,1,80.83,7.83,23.49,5.95
1291,4.1,78.15,2,81.93,6.74,24.0,4.72
1292,3.7,77.83,1,78.91,6.72,23.18,3.55
1293,4.4,87.15,3,87.73,10.09,19.15,2.94
1294,4.5,88.87,4,84.51,9.11,20.85,1.59
1295,4.7,95.6,4,86.01,8.88,21.71,0.77
1296,3.8,75.42,2,81.71,11.18,23.07,2.65
1297,3.8,77.48,1,80.98,8.98,26.02,6.17
1298,3.7,69.61,1,78.56,11.94,23.52,6.54
1299,4.5,93.14,3,81.2,9.82,20.1,1.38
1300,4.6,96.41,4,81.49,6.72,23.59,2.14
1301,3.5,71.49,0,82.57,8.05,24.89,3.46
1302,4.9,102.55,5,84.24,6.75,21.23,3.54
1303,3.6,68.51,1,76.06,12.55,26.43,4.79
1304,4.3,85.77,3,86.98,9.83,24.36,3.89
1305,4.6,93.02,4,82.04,8.87,18.11,2.96
1306,4.8,96.82,5,87.75,8.7,18.43,3.24
1307,4.6,91.01,4,83.89,9.06,22.21,2.08
1308,4.7,92.38,4,82.26,8.06,20.58,1.15
1309,4.0,76.27,2,81.64,9.81,23.36,2.07
1310,4.7,92.92,4,81.15,4.99,18.2,2.38
1311,3.6,68.63,1,83.91,10.43,23.29,6.43
1312,4.8,98.34,5,86.63,6.23,19.93,1.62
1313,4.3,83.09,2,80.39,9.77,20.46,2.18
1314,4.7,89.59,4,83.37,6.35,18.46,4.3
1315,4.2,84.52,3,82.98,5.67,19.73,2.02
1316,4.5,90.95,3,81.89,4.03,18.93,1.21
1317,4.3,89.72,3,81.69,8.67,23.41,4.92
1318,4.6,92.77,4,85.84,7.0,21.91,3.6
1319,3.6,70.45,1,83.83,8.69,21.88,4.49
1320,3.6,75.03,1,79.52,7.71,22.82,5.81
1321,3.9,78.4,2,84.17,8.6,23.76,5.17
1322,3.7,69.79,1,84.77,7.0,23.14,2.76
1323,4.8,96.66,5,83.66,5.12,21.74,3.1
1324,3.8,80.08,2,84.57,8.38,25.51,4.96
1325,5.0,98.96,5,90.07,5.29,21.35,3.86
1326,4.0,77.96,2,81.07,8.3,23.38,5.87
1327,3.8,72.43,1,86.4,7.64,22.91,3.91
1328,4.7,90.51,4,83.63,8.5,20.84,2.96
1329,4.5,89.33,4,82.55,6.13,18.53,1.57
1330,4.2,84.96,3,86.22,6.28,19.26,1.87
1331,4.3,81.81,3,83.35,5.65,18.9,3.13
1332,4.6,96.4,4,83.81,5.64,20.05,3.56
1333,3.8,78.55,2,78.29,6.51,22.17,4.67
1334,5.0,100.87,5,90.15,2.7,16.94,1.72
1335,5.0,103.28,5,90.36,6.13,19.69,3.27
1336,4.5,85.8,4,85.67,7.71,23.97,4.18
1337,3.8,75.77,1,86.07,9.28,21.87,5.33
1338,4.5,91.3,4,83.18,8.57,21.28,1.31
1339,3.6,75.29,1,77.7,6.93,22.32,5.99
1340,3.5,72.83,0,81.77,12.62,27.61,6.68
1341,3.9,75.77,2,84.58,6.37,22.15,2.44
1342,4.2,88.41,3,80.75,8.94,24.47,3.21
1343,4.8,92.24,5,82.27,3.9,18.5,4.35
1344,4.6,95.75,4,88.61,8.98,22.44,3.2
1345,4.6,96.71,4,90.27,6.76,18.86,2.85
1346,4.1,78.77,3,84.45,5.69,21.36,2.51
1347,4.0,82.22,2,80.28,9.2,21.15,4.26
1348,4.1,77.4,2,87.97,5.25,21.19,3.56
1349,5.0,99.05,5,91.43,7.16,21.01,0.51
1350,3.6,72.16,0,80.63,10.6,25.43,4.66
1351,4.8,96.81,4,89.75,4.38,19.24,1.06
1352,4.4,92.36,3,87.66,6.55,24.23,4.12
1353,4.2,85.72,3,87.85,4.95,21.99,5.49
1354,4.6,91.81,4,88.91,7.86,23.42,2.68
1355,4.2,87.1,3,84.94,6.84,20.38,4.13
1356,4.8,100.51,5,87.59,6.53,22.23,2.12
1357,4.9,93.22,5,86.67,8.54,16.48,0.75
1358,4.1,86.83,3,84.26,7.0,22.87,5.68
1359,3.9,73.86,2,84.95,11.74,22.94,2.72
1360,4.4,91.14,3,89.19,8.1,21.55,1.65
1361,4.9,95.8,5,86.67,4.25,19.72,2.04
1362,3.8,72.32,2,82.24,8.72,23.13,5.04
1363,4.4,87.4,2,83.95,8.74,24.39,2.62
1364,4.4,89.44,3,86.18,6.98,24.26,1.97
1365,4.6,90.81,4,86.8,4.11,23.37,4.08
1366,3.7,69.55,1,76.18,7.41,27.07,4.05
1367,4.6,92.99,4,85.91,8.45,22.36,1.58
1368,4.9,102.02,5,82.88,6.69,22.33,1.66
1369,3.8,74.83,1,76.76,9.52,26.15,3.26
1370,3.9,75.16,2,84.91,6.81,22.9,4.28
1371,5.0,99.43,5,85.09,7.53,20.71,2.67
1372,3.8,71.48,0,79.91,11.86,26.27,5.6
1373,4.8,99.2,5,82.14,3.35,21.08,1.31
1374,4.2,87.26,3,80.3,5.37,21.74,2.27
1375,3.9,78.88,2,84.66,11.11,20.79,2.28
1376,4.8,94.53,4,86.44,7.99,21.66,1.31
1377,4.2,87.0,3,87.31,8.61,24.92,1.7
1378,4.3,86.55,3,82.97,10.27,20.97,2.78
1379,4.0,83.26,2,80.19,9.38,20.91,2.58
1380,4.4,89.31,3,82.98,5.6,20.36,3.52
1381,3.7,76.84,1,83.13,10.77,24.7,4.13
1382,4.1,82.99,2,83.55,9.07,21.5,2.17
1383,5.0,99.14,5,91.54,8.41,19.66,1.6
1384,3.9,82.58,2,83.02,7.08,26.2,3.04
1385,4.5,90.41,4,84.93,7.59,22.02,3.72
1386,4.0,81.05,2,85.36,10.18,22.18,3.46
1387,4.7,91.2,4,90.48,5.43,22.81,1.19
1388,3.7,75.26,1,79.56,8.68,24.59,4.0
1389,5.0,100.72,5,85.0,7.83,16.77,0.9
1390,4.2,80.85,3,84.66,7.33,22.19,4.78
1391,3.9,73.6,2,81.99,9.55,24.32,6.13
1392,3.6,73.04,1,85.39,12.04,26.63,2.9
1393,3.8,78.64,1,81.12,7.36,26.42,5.16
1394,4.3,86.23,3,79.74,10.49,20.7,2.46
1395,4.0,77.27,2,87.27,9.71,20.93,2.27
1396,4.7,95.67,4,89.44,6.38,17.64,0.66
1397,4.1,77.8,3,79.78,7.79,24.03,5.32
1398,3.9,77.42,2,86.05,11.53,25.17,3.61
1399,4.4,84.63,3,82.91,5.53,20.86,5.18
1400,4.6,88.84,4,84.27,5.57,19.98,2.57
1401,3.8,73.02,1,85.56,7.95,26.53,3.15
1402,3.8,74.87,1,81.8,7.83,26.3,5.51
1403,3.6,67.51,0,76.88,9.51,23.0,6.51
1404,4.6,90.98,4,84.19,9.64,22.28,4.06
1405,4.5,90.12,4,87.22,9.33,21.74,3.98
1406,4.2,83.83,2,80.24,6.87,20.13,2.94
1407,4.8,94.83,3,87.4,5.64,18.94,0.66
1408,4.7,97.39,4,87.95,7.42,18.26,1.41
1409,4.4,84.45,3,82.94,4.4,20.17,2.99
1410,4.8,96.06,5,88.44,8.02,20.49,4.22
1411,3.8,71.62,2,85.34,11.38,23.05,5.29
1412,3.7,69.71,1,80.72,11.54,23.56,5.91
1413,3.9,78.74,2,80.83,8.05,23.64,3.31
1414,3.6,72.66,1,78.01,9.47,22.12,5.54
1415,4.3,89.78,3,85.04,4.67,23.23,4.85
1416,4.9,98.58,5,90.8,5.2,18.81,2.12
1417,3.6,76.6,0,78.75,9.46,24.48,4.52
1418,3.7,69.49,1,79.96,11.84,27.05,5.48
1419,4.2,79.98,3,82.57,10.26,21.27,3.84
1420,4.9,93.44,5,87.61,8.6,20.29,4.17
1421,4.0,76.85,2,79.78,10.81,22.36,3.7
1422,4.3,86.41,3,87.22,4.65,24.17,2.1
1423,3.6,73.46,0,78.46,10.55,26.68,4.69
1424,3.7,69.46,1,83.05,6.81,22.65,3.54
1425,5.0,104.46,5,87.63,4.14,20.15,2.25
1426,4.9,101.42,5,87.86,6.27,16.79,0.7
1427,3.5,67.97,0,76.8,11.2,27.78,6.8
1428,4.9,93.77,5,89.35,6.73,18.49,3.64
1429,4.5,86.7,3,81.89,4.29,22.99,1.62
1430,4.8,92.27,5,82.63,3.72,18.71,1.09
1431,4.2,80.23,3,83.97,5.67,23.0,3.65
1432,4.3,86.19,3,86.09,5.15,24.7,4.49
1433,4.2,81.46,3,79.0,5.97,24.46,2.48
1434,4.5,88.58,4,80.69,8.13,18.96,1.24
1435,3.7,78.9,1,84.03,11.39,24.48,4.78
1436,3.5,71.84,0,83.09,9.45,24.09,5.77
1437,4.0,84.49,2,79.95,9.66,22.61,2.98
1438,4.6,88.43,4,86.65,4.9,19.61,3.76
1439,3.8,74.82,2,80.93,11.94,22.82,6.2
1440,4.5,90.55,4,86.33,6.1,21.26,1.55
1441,5.0,95.77,5,91.13,7.58,17.15,2.04
1442,3.6,67.04,1,76.3,12.37,24.82,3.03
1443,4.5,91.7,4,87.78,9.19,19.67,1.83
1444,4.2,85.42,3,83.43,5.3,20.93,1.96
1445,4.8,95.11,5,87.14,7.0,21.23,2.02
1446,3.8,75.9,1,83.04,6.82,20.98,5.68
1447,4.5,89.15,4,89.23,4.03,20.29,3.31
1448,4.8,91.24,3,82.07,3.41,19.25,1.29
1449,4.9,96.35,5,82.29,8.3,19.31,0.36
1450,4.5,86.77,4,81.78,9.45,22.01,3.21
1451,4.2,79.98,3,88.36,6.25,21.42,2.13
1452,4.4,92.57,3,86.65,7.58,19.68,2.57
1453,4.8,96.99,4,87.65,8.83,22.11,2.44
1454,4.4,90.29,3,79.97,7.28,24.29,4.81
1455,3.5,68.15,0,83.79,9.36,22.12,3.33
1456,4.9,96.93,5,90.13,5.7,19.68,2.87
1457,4.5,87.37,4,86.65,8.74,20.05,1.06
1458,4.5,85.97,4,83.39,6.86,19.66,3.52
1459,3.8,72.79,2,77.21,10.8,22.81,4.61
1460,4.5,92.98,4,85.8,6.59,21.83,4.25
1461,4.1,83.78,2,85.2,6.71,20.74,3.93
1462,4.5,90.47,4,80.94,5.96,23.48,2.41
1463,3.7,73.75,1,82.34,6.87,24.0,3.57
1464,4.5,94.22,3,82.86,6.98,19.95,1.34
1465,5.0,95.73,5,90.14,3.39,20.59,2.14
1466,3.6,69.81,0,80.9,11.57,21.7,6.35
1467,5.0,98.5,5,83.79,5.02,18.59,2.06
1468,4.1,84.82,3,83.27,9.79,21.73,4.76
1469,4.8,100.93,5,85.46,8.83,18.83,1.59
1470,4.7,91.41,4,82.8,8.5,19.22,2.39
1471,4.4,91.74,3,87.92,10.01,18.59,2.5
1472,4.6,95.31,4,80.61,7.11,18.51,1.24
1473,4.8,93.25,5,84.62,4.09,17.65,2.07
1474,4.1,80.99,3,78.13,10.81,25.53,4.86
1475,4.0,79.1,2,78.46,10.71,20.13,3.58
