Unnamed: 0,Booking_ID,User_ID,Provider_ID,Service_ID,Booking_Date,Service_Date,Service_Location,Booking_Status,Payment_Status,Total_Amount,Discount_Applied,Tax_Amount,Final_Payment
16339,16340,661,320,2,43:41.4,43:41.4,28,Cancelled,Pending,3114.21,586.02,560.56,3088.75
16340,16341,661,536,2,43:41.4,43:41.4,28,Completed,Paid,4341.61,495.97,781.49,4627.13
16341,16342,661,2318,9,43:41.4,43:41.4,28,Cancelled,Failed,4338.57,422.5,780.94,4697.01
16342,16343,661,2264,9,43:41.4,43:41.4,28,Completed,Paid,2774.58,125.5,499.42,3148.5
16343,16344,661,2588,10,43:41.4,43:41.4,28,Completed,Paid,3351.48,324.85,603.27,3629.9
16344,16345,661,914,4,43:41.4,43:41.4,28,Confirmed,Failed,2149.08,351.83,386.83,2184.08
16345,16346,661,2210,9,43:41.4,43:41.4,28,Cancelled,Failed,766.5,88.74,137.97,815.73
16346,16347,661,374,2,43:41.4,43:41.4,28,Completed,Paid,4307.45,403.54,775.34,4679.25
16347,16348,661,2264,9,43:41.4,43:41.4,28,Confirmed,Pending,757.81,21.04,136.41,873.18
16348,16349,661,2426,9,43:41.4,43:41.4,28,Cancelled,Pending,3316.91,243.86,597.04,3670.09
16349,16350,661,1940,8,43:41.4,43:41.4,28,Confirmed,Refunded,2119.94,122.78,381.59,2378.75
16350,16351,661,2210,9,43:41.4,43:41.4,28,Confirmed,Failed,830.04,90.05,149.41,889.4
16351,16352,661,320,2,43:41.4,43:41.4,28,Confirmed,Pending,2654.7,146.09,477.85,2986.46
16352,16353,661,2372,9,43:41.4,43:41.4,28,Cancelled,Paid,2076.68,240.12,373.8,2210.36
16353,16354,661,320,2,43:41.4,43:41.4,28,Completed,Paid,4754.27,692.22,855.77,4917.82
16354,16355,661,2696,10,43:41.4,43:41.4,28,Cancelled,Paid,4273.3,448.28,769.19,4594.21
16355,16356,661,536,2,43:41.4,43:41.4,28,Cancelled,Pending,4961.19,612.82,893.01,5241.38
16356,16357,661,320,2,43:41.4,43:41.4,28,Completed,Pending,4326.02,689.84,778.68,4414.86
16357,16358,661,914,4,43:41.4,43:41.4,28,Cancelled,Failed,2363.92,24.58,425.51,2764.85
16358,16359,661,968,4,43:41.4,43:41.4,28,Confirmed,Refunded,3308.62,572.1,595.55,3332.07
16359,16360,661,1886,7,43:41.4,43:41.4,28,Confirmed,Failed,2242.54,134.86,403.66,2511.34
16360,16361,661,1022,4,43:41.4,43:41.4,28,Cancelled,Failed,1949.84,47.68,350.97,2253.13
16361,16362,661,752,3,43:41.4,43:41.4,28,Completed,Paid,4892.3,905.38,880.61,4867.53
16362,16363,661,1940,8,43:41.4,43:41.4,28,Completed,Pending,677.71,48.4,121.99,751.3
16363,16364,662,309,2,43:41.4,43:41.4,42,Cancelled,Refunded,1195.63,68.77,215.21,1342.07
16364,16365,662,1443,6,43:41.4,43:41.4,42,Confirmed,Refunded,4091.64,36.69,736.5,4791.45
16365,16366,662,2037,8,43:41.4,43:41.4,42,Cancelled,Pending,3032.19,156.42,545.79,3421.56
16366,16367,662,633,3,43:41.4,43:41.4,42,Completed,Pending,2916.28,289.56,524.93,3151.65
16367,16368,662,525,2,43:41.4,43:41.4,42,Confirmed,Refunded,3613.72,667.26,650.47,3596.93
16368,16369,662,903,4,43:41.4,43:41.4,42,Confirmed,Pending,3811.36,132.85,686.04,4364.55
16369,16370,662,2091,8,43:41.4,43:41.4,42,Cancelled,Failed,4239.53,487.24,763.12,4515.41
16370,16371,662,2145,8,43:41.4,43:41.4,42,Confirmed,Pending,2018.94,400.51,363.41,1981.84
16371,16372,662,471,2,43:41.4,43:41.4,42,Completed,Failed,820.01,63.63,147.6,903.98
16372,16373,662,363,2,43:41.4,43:41.4,42,Completed,Refunded,1613.11,58.74,290.36,1844.73
16373,16374,662,1173,5,43:41.4,43:41.4,42,Completed,Refunded,593.72,2.35,106.87,698.24
16374,16375,662,147,1,43:41.4,43:41.4,42,Cancelled,Refunded,3116.24,393.78,560.92,3283.38
16375,16376,662,1497,6,43:41.4,43:41.4,42,Confirmed,Refunded,3707.68,697.56,667.38,3677.5
16376,16377,662,1497,6,43:41.4,43:41.4,42,Cancelled,Pending,547.91,49.98,98.62,596.55
16377,16378,662,903,4,43:41.4,43:41.4,42,Cancelled,Failed,1549.07,238.97,278.83,1588.93
16378,16379,662,2631,10,43:41.4,43:41.4,42,Cancelled,Paid,2039.8,176.04,367.16,2230.92
16379,16380,662,1065,4,43:41.4,43:41.4,42,Cancelled,Refunded,4754.78,253.01,855.86,5357.63
16380,16381,662,633,3,43:41.4,43:41.4,42,Cancelled,Paid,1366.11,190.62,245.9,1421.39
16381,16382,662,2523,10,43:41.4,43:41.4,42,Confirmed,Failed,645.12,102.54,116.12,658.7
16382,16383,662,741,3,43:41.4,43:41.4,42,Completed,Refunded,3089.62,466.37,556.13,3179.38
16383,16384,662,2307,9,43:41.4,43:41.4,42,Completed,Refunded,4523.01,796.56,814.14,4540.59
16384,16385,662,309,2,43:41.4,43:41.4,42,Cancelled,Failed,4634.74,520.34,834.25,4948.65
16385,16386,662,2577,10,43:41.4,43:41.4,42,Cancelled,Failed,3878.68,280.95,698.16,4295.89
16386,16387,662,1605,6,43:41.4,43:41.4,42,Confirmed,Pending,2566.55,29.32,461.98,2999.21
16387,16388,662,2361,9,43:41.4,43:41.4,42,Cancelled,Failed,3613.03,141.44,650.35,4121.94
16388,16389,662,1173,5,43:41.4,43:41.4,42,Completed,Refunded,4569.98,590.62,822.6,4801.96
16389,16390,662,2469,10,43:41.4,43:41.4,42,Confirmed,Paid,3263.98,650.15,587.52,3201.35
16390,16391,662,1443,6,43:41.4,43:41.4,42,Cancelled,Refunded,3195.05,478.19,575.11,3291.97
16391,16392,662,1011,4,43:41.5,43:41.5,42,Completed,Failed,723.34,17.41,130.2,836.13
16392,16393,662,2523,10,43:41.5,43:41.5,42,Confirmed,Pending,2980.42,496.24,536.48,3020.66
16393,16394,662,2577,10,43:41.5,43:41.5,42,Cancelled,Paid,841.5,145.42,151.47,847.55
16394,16395,662,1983,8,43:41.5,43:41.5,42,Cancelled,Pending,4033.38,130.72,726.01,4628.67
16395,16396,662,1443,6,43:41.5,43:41.5,42,Confirmed,Pending,4855.68,808.09,874.02,4921.61
16396,16397,662,1605,6,43:41.5,43:41.5,42,Completed,Pending,1361.63,216.35,245.09,1390.37
16397,16398,662,849,4,43:41.5,43:41.5,42,Completed,Failed,2146.66,364.25,386.4,2168.81
16398,16399,662,1929,8,43:41.5,43:41.5,42,Confirmed,Paid,4421.93,334.36,795.95,4883.52
16399,16400,662,957,4,43:41.5,43:41.5,42,Confirmed,Paid,2988.05,327.86,537.85,3198.04
16400,16401,662,363,2,43:41.5,43:41.5,42,Cancelled,Refunded,4778.78,890.27,860.18,4748.69
16401,16402,662,255,1,43:41.5,43:41.5,42,Confirmed,Pending,1919.22,241.86,345.46,2022.82
16402,16403,662,525,2,43:41.5,43:41.5,42,Cancelled,Failed,1790.4,285.35,322.27,1827.32
16403,16404,662,147,1,43:41.5,43:41.5,42,Confirmed,Paid,2857.96,536.11,514.43,2836.28
16404,16405,662,1335,5,43:41.5,43:41.5,42,Completed,Pending,2163.69,400.72,389.46,2152.43
16405,16406,662,579,3,43:41.5,43:41.5,42,Confirmed,Pending,3591.27,21.12,646.43,4216.58
16406,16407,662,417,2,43:41.5,43:41.5,42,Completed,Refunded,3061.57,600.38,551.08,3012.27
16407,16408,662,39,1,43:41.5,43:41.5,42,Cancelled,Failed,3572.47,454.6,643.04,3760.91
16408,16409,662,687,3,43:41.5,43:41.5,42,Completed,Paid,3112.66,144.71,560.28,3528.23
16409,16410,662,1173,5,43:41.5,43:41.5,42,Cancelled,Failed,2543.87,320.19,457.9,2681.58
16410,16411,662,2037,8,43:41.5,43:41.5,42,Completed,Refunded,3207.45,333.78,577.34,3451.01
16411,16412,662,525,2,43:41.5,43:41.5,42,Completed,Paid,2375.86,157.59,427.65,2645.92
16412,16413,663,1312,5,43:41.5,43:41.5,49,Confirmed,Pending,788.71,112.04,141.97,818.64
16413,16414,663,2122,8,43:41.5,43:41.5,49,Confirmed,Failed,2121.64,157.13,381.9,2346.41
16414,16415,663,934,4,43:41.5,43:41.5,49,Completed,Refunded,4541.23,863.31,817.42,4495.34
16415,16416,663,718,3,43:41.5,43:41.5,49,Completed,Pending,4119.07,184.01,741.43,4676.49
16416,16417,663,2608,10,43:41.5,43:41.5,49,Confirmed,Paid,1410.07,199.72,253.81,1464.16
16417,16418,663,1852,7,43:41.5,43:41.5,49,Cancelled,Pending,3355.85,655.89,604.05,3304.01
16418,16419,663,556,3,43:41.5,43:41.5,49,Cancelled,Refunded,3727.4,57.68,670.93,4340.65
16419,16420,663,2338,9,43:41.5,43:41.5,49,Confirmed,Failed,4510.6,174.04,811.91,5148.47
16420,16421,663,2554,10,43:41.5,43:41.5,49,Completed,Failed,3333.58,303.72,600.04,3629.9
16421,16422,663,448,2,43:41.5,43:41.5,49,Confirmed,Refunded,1201.29,6.5,216.23,1411.02
16422,16423,663,286,2,43:41.5,43:41.5,49,Cancelled,Pending,3662.22,374.17,659.2,3947.25
16423,16424,663,178,1,43:41.5,43:41.5,49,Cancelled,Failed,2937.51,332.51,528.75,3133.75
16424,16425,663,1690,7,43:41.5,43:41.5,49,Confirmed,Refunded,2728.61,131.09,491.15,3088.67
16425,16426,663,340,2,43:41.5,43:41.5,49,Completed,Refunded,582.72,20.04,104.89,667.57
16426,16427,663,1474,6,43:41.5,43:41.5,49,Completed,Failed,4174.51,46.38,751.41,4879.54
16427,16428,663,286,2,43:41.5,43:41.5,49,Cancelled,Failed,931.29,119.1,167.63,979.82
16428,16429,663,16,1,43:41.5,43:41.5,49,Confirmed,Refunded,2971.24,423.88,534.82,3082.18
16429,16430,663,1420,6,43:41.5,43:41.5,49,Confirmed,Paid,851.87,165.47,153.34,839.74
16430,16431,663,2608,10,43:41.5,43:41.5,49,Completed,Failed,3232.53,48.19,581.86,3766.2
16431,16432,663,2122,8,43:41.5,43:41.5,49,Completed,Paid,1659.94,205.68,298.79,1753.05
16432,16433,663,2176,9,43:41.5,43:41.5,49,Cancelled,Refunded,828.5,31.71,149.13,945.92
16433,16434,663,2554,10,43:41.5,43:41.5,49,Cancelled,Failed,4195.83,335.2,755.25,4615.88
16434,16435,663,1204,5,43:41.5,43:41.5,49,Cancelled,Failed,1653.45,202.38,297.62,1748.69
16435,16436,663,502,2,43:41.5,43:41.5,49,Cancelled,Pending,3773.73,533.15,679.27,3919.85
16436,16437,663,1150,5,43:41.5,43:41.5,49,Confirmed,Refunded,734.21,70.71,132.16,795.66
16437,16438,663,2284,9,43:41.5,43:41.5,49,Completed,Pending,1117.1,129.65,201.08,1188.53
16438,16439,663,1312,5,43:41.5,43:41.5,49,Cancelled,Paid,1585.02,287.29,285.3,1583.03
16439,16440,663,340,2,43:41.5,43:41.5,49,Confirmed,Pending,3508.32,607.23,631.5,3532.59
16440,16441,663,1474,6,43:41.5,43:41.5,49,Cancelled,Refunded,2479.9,40.2,446.38,2886.08
16441,16442,663,2608,10,43:41.5,43:41.5,49,Completed,Pending,1613.46,250.25,290.42,1653.63
16442,16443,663,1204,5,43:41.5,43:41.5,49,Completed,Refunded,3869.79,405.54,696.56,4160.81
16443,16444,663,502,2,43:41.5,43:41.5,49,Confirmed,Paid,4472.52,519.8,805.05,4757.77
16444,16445,663,1798,7,43:41.5,43:41.5,49,Completed,Pending,2136.37,79.75,384.55,2441.17
16445,16446,663,232,1,43:41.5,43:41.5,49,Completed,Refunded,4234.32,253.08,762.18,4743.42
16446,16447,663,286,2,43:41.5,43:41.5,49,Confirmed,Paid,628.32,5.1,113.1,736.32
16447,16448,663,178,1,43:41.5,43:41.5,49,Cancelled,Failed,1350.51,216.37,243.09,1377.23
16448,16449,663,1636,7,43:41.5,43:41.5,49,Cancelled,Failed,3729.5,236.34,671.31,4164.47
16449,16450,663,2122,8,43:41.5,43:41.5,49,Confirmed,Paid,2242.76,377.02,403.7,2269.44
16450,16451,663,1474,6,43:41.5,43:41.5,49,Cancelled,Failed,2868.81,520.18,516.39,2865.02
16451,16452,663,2608,10,43:41.5,43:41.5,49,Confirmed,Refunded,1819.9,332.47,327.58,1815.01
16452,16453,663,2500,10,43:41.5,43:41.5,49,Completed,Pending,4652.78,767.23,837.5,4723.05
16453,16454,663,1096,5,43:41.5,43:41.5,49,Confirmed,Pending,2307.26,194.3,415.31,2528.27
16454,16455,663,16,1,43:41.5,43:41.5,49,Cancelled,Paid,4159.18,284.69,748.65,4623.14
16455,16456,663,934,4,43:41.5,43:41.5,49,Cancelled,Refunded,1506.15,299.53,271.11,1477.73
16456,16457,663,664,3,43:41.5,43:41.5,49,Confirmed,Refunded,2816.24,122.45,506.92,3200.71
16457,16458,663,1690,7,43:41.5,43:41.5,49,Cancelled,Paid,4825.85,477.72,868.65,5216.78
16458,16459,663,2014,8,43:41.5,43:41.5,49,Cancelled,Refunded,1728.01,305.97,311.04,1733.08
16459,16460,663,2068,8,43:41.5,43:41.5,49,Cancelled,Pending,3722.13,361.51,669.98,4030.6
16460,16461,663,2554,10,43:41.5,43:41.5,49,Confirmed,Refunded,1412.54,84.91,254.26,1581.89
16461,16462,664,2048,8,43:41.5,43:41.5,28,Confirmed,Refunded,4401.28,331.77,792.23,4861.74
16462,16463,664,320,2,43:41.5,43:41.5,28,Cancelled,Refunded,539.16,69.19,97.05,567.02
16463,16464,664,2048,8,43:41.5,43:41.5,28,Confirmed,Failed,1893.95,69.59,340.91,2165.27
16464,16465,664,2102,8,43:41.5,43:41.5,28,Confirmed,Failed,3957.19,236.79,712.29,4432.69
16465,16466,664,1400,6,43:41.5,43:41.5,28,Cancelled,Refunded,2592.58,123.46,466.66,2935.78
16466,16467,664,752,3,43:41.5,43:41.5,28,Completed,Pending,2637.22,318.89,474.7,2793.03
16467,16468,664,2426,9,43:41.5,43:41.5,28,Completed,Paid,3492.55,36.4,628.66,4084.81
16468,16469,664,2534,10,43:41.5,43:41.5,28,Completed,Failed,4830.88,659.03,869.56,5041.41
16469,16470,664,536,2,43:41.5,43:41.5,28,Cancelled,Pending,1532.9,305.47,275.92,1503.35
16470,16471,664,428,2,43:41.5,43:41.5,28,Completed,Refunded,3823.71,11.13,688.27,4500.85
16471,16472,664,482,2,43:41.5,43:41.5,28,Completed,Paid,2624.53,132.48,472.42,2964.47
16472,16473,664,536,2,43:41.5,43:41.5,28,Confirmed,Failed,4798.81,60.36,863.79,5602.24
16473,16474,664,1130,5,43:41.5,43:41.5,28,Cancelled,Failed,3323.25,159.45,598.18,3761.98
16474,16475,664,2426,9,43:41.5,43:41.5,28,Confirmed,Paid,4167.07,676.06,750.07,4241.08
16475,16476,664,644,3,43:41.5,43:41.5,28,Cancelled,Refunded,3256.81,387.63,586.23,3455.41
16476,16477,664,428,2,43:41.5,43:41.5,28,Cancelled,Failed,1251.27,112.34,225.23,1364.16
16477,16478,664,860,4,43:41.5,43:41.5,28,Confirmed,Pending,2256.39,392.42,406.15,2270.12
16478,16479,664,428,2,43:41.5,43:41.5,28,Confirmed,Paid,775.04,88.99,139.51,825.56
16479,16480,664,1670,7,43:41.5,43:41.5,28,Cancelled,Paid,3169.97,558.94,570.59,3181.62
16480,16481,664,1238,5,43:41.5,43:41.5,28,Completed,Paid,1872,202.38,336.96,2006.58
16481,16482,664,644,3,43:41.5,43:41.5,28,Confirmed,Refunded,3940.92,142.73,709.37,4507.56
16482,16483,664,374,2,43:41.5,43:41.5,28,Cancelled,Refunded,4736.67,703.39,852.6,4885.88
16483,16484,664,2534,10,43:41.5,43:41.5,28,Confirmed,Pending,3751.66,664.2,675.3,3762.76
16484,16485,664,1130,5,43:41.5,43:41.5,28,Cancelled,Paid,1117.38,211.64,201.13,1106.87
16485,16486,664,374,2,43:41.5,43:41.5,28,Confirmed,Pending,732.97,89.98,131.93,774.92
16486,16487,665,2094,8,43:41.5,43:41.5,23,Cancelled,Paid,2385.34,180.53,429.36,2634.17
16487,16488,665,1770,7,43:41.5,43:41.5,23,Cancelled,Failed,2832.44,307.8,509.84,3034.48
16488,16489,665,1608,6,43:41.5,43:41.5,23,Completed,Refunded,1608.28,12.94,289.49,1884.83
16489,16490,665,906,4,43:41.5,43:41.5,23,Cancelled,Pending,3833.06,433.56,689.95,4089.45
16490,16491,665,1716,7,43:41.5,43:41.5,23,Cancelled,Refunded,4479.43,680.21,806.3,4605.52
16491,16492,665,1986,8,43:41.5,43:41.5,23,Completed,Paid,3863.81,732.79,695.49,3826.51
16492,16493,665,258,1,43:41.5,43:41.5,23,Confirmed,Failed,3708.51,569.19,667.53,3806.85
16493,16494,665,1176,5,43:41.5,43:41.5,23,Cancelled,Failed,543.99,32.02,97.92,609.89
16494,16495,665,1608,6,43:41.5,43:41.5,23,Completed,Pending,1490.85,13.46,268.35,1745.74
16495,16496,665,1932,8,43:41.5,43:41.5,23,Confirmed,Refunded,1672.89,294.79,301.12,1679.22
16496,16497,665,1500,6,43:41.5,43:41.5,23,Completed,Failed,997.82,144.71,179.61,1032.72
16497,16498,665,2256,9,43:41.5,43:41.5,23,Confirmed,Pending,3291.45,260.45,592.46,3623.46
16498,16499,665,1824,7,43:41.5,43:41.5,23,Cancelled,Pending,4913.5,946.16,884.43,4851.77
16499,16500,665,420,2,43:41.5,43:41.5,23,Confirmed,Paid,898.98,138.04,161.82,922.76
16500,16501,665,204,1,43:41.5,43:41.5,23,Cancelled,Pending,4369.94,738.28,786.59,4418.25
16501,16502,665,1770,7,43:41.5,43:41.5,23,Confirmed,Paid,4008.48,2.29,721.53,4727.72
16502,16503,665,1608,6,43:41.5,43:41.5,23,Completed,Failed,3567.41,80.49,642.13,4129.05
16503,16504,665,1824,7,43:41.5,43:41.5,23,Completed,Refunded,1986.08,344.15,357.49,1999.42
16504,16505,665,204,1,43:41.5,43:41.5,23,Cancelled,Refunded,1719.65,304.22,309.54,1724.97
16505,16506,665,150,1,43:41.5,43:41.5,23,Confirmed,Failed,1164.76,131.79,209.66,1242.63
16506,16507,665,42,1,43:41.5,43:41.5,23,Cancelled,Paid,2090.49,74.91,376.29,2391.87
16507,16508,665,204,1,43:41.5,43:41.5,23,Cancelled,Pending,3128.53,553.96,563.14,3137.71
16508,16509,665,1878,7,43:41.5,43:41.5,23,Cancelled,Pending,3650.24,154.1,657.04,4153.18
16509,16510,665,1392,6,43:41.5,43:41.5,23,Completed,Paid,1355.21,69.59,243.94,1529.56
16510,16511,665,1986,8,43:41.5,43:41.5,23,Confirmed,Paid,3319.53,527.16,597.52,3389.89
16511,16512,665,1662,7,43:41.5,43:41.5,23,Completed,Pending,513.61,43.9,92.45,562.16
16512,16513,665,1608,6,43:41.5,43:41.5,23,Cancelled,Failed,2725.49,301.31,490.59,2914.77
16513,16514,665,1446,6,43:41.5,43:41.5,23,Cancelled,Paid,699.32,2.79,125.88,822.41
16514,16515,665,528,2,43:41.5,43:41.5,23,Confirmed,Paid,3904.21,3.03,702.76,4603.94
16515,16516,665,2094,8,43:41.5,43:41.5,23,Cancelled,Pending,2586.57,456.32,465.58,2595.83
16516,16517,665,96,1,43:41.5,43:41.5,23,Completed,Pending,1343.56,45.23,241.84,1540.17
16517,16518,665,1608,6,43:41.5,43:41.5,23,Cancelled,Failed,4481.58,244.2,806.68,5044.06
16518,16519,665,150,1,43:41.5,43:41.5,23,Completed,Refunded,1063.52,207.56,191.43,1047.39
16519,16520,665,798,3,43:41.5,43:41.5,23,Cancelled,Pending,3328.39,222.75,599.11,3704.75
16520,16521,665,42,1,43:41.5,43:41.5,23,Confirmed,Refunded,507.7,0.64,91.39,598.45
16521,16522,665,204,1,43:41.5,43:41.5,23,Completed,Refunded,2895.96,130.57,521.27,3286.66
16522,16523,665,1770,7,43:41.5,43:41.5,23,Confirmed,Failed,2945.4,519.45,530.17,2956.12
16523,16524,665,366,2,43:41.5,43:41.5,23,Cancelled,Pending,4712.16,373.83,848.19,5186.52
16524,16525,665,1230,5,43:41.5,43:41.5,23,Confirmed,Paid,2888.53,539.22,519.94,2869.25
16525,16526,665,1986,8,43:41.5,43:41.5,23,Cancelled,Paid,3580.27,412.2,644.45,3812.52
16526,16527,665,150,1,43:41.5,43:41.5,23,Confirmed,Failed,2395.17,474.5,431.13,2351.8
16527,16528,665,1608,6,43:41.5,43:41.5,23,Cancelled,Refunded,4046.39,466.22,728.35,4308.52
16528,16529,666,2445,10,43:41.5,43:41.5,20,Confirmed,Pending,2087.04,41.98,375.67,2420.73
16529,16530,666,1743,7,43:41.5,43:41.5,20,Cancelled,Pending,4631.4,661.59,833.65,4803.46
16530,16531,666,1581,6,43:41.5,43:41.5,20,Confirmed,Pending,4904.8,45.16,882.86,5742.5
16531,16532,666,2499,10,43:41.5,43:41.5,20,Confirmed,Refunded,551.31,95.62,99.24,554.93
16532,16533,666,2337,9,43:41.5,43:41.5,20,Cancelled,Pending,631.19,5.27,113.61,739.53
16533,16534,666,285,2,43:41.5,43:41.5,20,Completed,Paid,1352.12,186.42,243.38,1409.08
16534,16535,666,609,3,43:41.5,43:41.5,20,Confirmed,Failed,4521.1,789.96,813.8,4544.94
16535,16536,666,1743,7,43:41.5,43:41.5,20,Completed,Pending,1294.52,77.31,233.01,1450.22
16536,16537,666,2283,9,43:41.5,43:41.5,20,Cancelled,Paid,3903.21,543.33,702.58,4062.46
16537,16538,666,1365,6,43:41.5,43:41.5,20,Completed,Pending,2511.59,415.26,452.09,2548.42
16538,16539,666,933,4,43:41.5,43:41.5,20,Confirmed,Paid,1642.33,207.37,295.62,1730.58
16539,16540,666,2391,9,43:41.5,43:41.5,20,Cancelled,Paid,4931.68,47.76,887.7,5771.62
16540,16541,666,879,4,43:41.5,43:41.5,20,Confirmed,Pending,2404.66,441.8,432.84,2395.7
16541,16542,666,933,4,43:41.5,43:41.5,20,Confirmed,Failed,2143.4,236.82,385.81,2292.39
16542,16543,666,2553,10,43:41.5,43:41.5,20,Completed,Pending,3472.65,191.47,625.08,3906.26
16543,16544,666,663,3,43:41.5,43:41.5,20,Cancelled,Pending,2640.44,211.62,475.28,2904.1
16544,16545,666,1743,7,43:41.5,43:41.5,20,Completed,Pending,2874.1,412.44,517.34,2979
16545,16546,666,2283,9,43:41.5,43:41.5,20,Completed,Pending,3824.31,38.58,688.38,4474.11
16546,16547,666,1041,4,43:41.5,43:41.5,20,Completed,Refunded,757.93,19.3,136.43,875.06
16547,16548,666,717,3,43:41.6,43:41.6,20,Completed,Failed,4872.25,476.92,877,5272.33
16548,16549,666,1419,6,43:41.6,43:41.6,20,Completed,Refunded,4549.06,889.87,818.83,4478.02
16549,16550,666,717,3,43:41.6,43:41.6,20,Cancelled,Failed,2317.05,237.96,417.07,2496.16
16550,16551,666,1743,7,43:41.6,43:41.6,20,Confirmed,Failed,1114.51,114.53,200.61,1200.59
16551,16552,666,2553,10,43:41.6,43:41.6,20,Cancelled,Failed,1875.45,322.91,337.58,1890.12
16552,16553,666,1743,7,43:41.6,43:41.6,20,Cancelled,Failed,3178.7,235.49,572.17,3515.38
16553,16554,666,1797,7,43:41.6,43:41.6,20,Confirmed,Paid,2622.93,432.19,472.13,2662.87
16554,16555,666,825,4,43:41.6,43:41.6,20,Cancelled,Pending,1344.29,267.3,241.97,1318.96
16555,16556,666,1041,4,43:41.6,43:41.6,20,Completed,Pending,4766.33,88.28,857.94,5535.99
16556,16557,666,2283,9,43:41.6,43:41.6,20,Confirmed,Refunded,3038.17,487.82,546.87,3097.22
16557,16558,666,1743,7,43:41.6,43:41.6,20,Completed,Paid,3604.22,690.77,648.76,3562.21
16558,16559,666,2229,9,43:41.6,43:41.6,20,Cancelled,Paid,3350.06,32.52,603.01,3920.55
16559,16560,666,1797,7,43:41.6,43:41.6,20,Confirmed,Paid,1960.21,219.5,352.84,2093.55
16560,16561,666,1689,7,43:41.6,43:41.6,20,Completed,Refunded,4955.75,277.84,892.03,5569.94
16561,16562,666,1149,5,43:41.6,43:41.6,20,Cancelled,Refunded,682.26,68.17,122.81,736.9
16562,16563,666,1959,8,43:41.6,43:41.6,20,Completed,Pending,1024.92,66.18,184.49,1143.23
16563,16564,666,1797,7,43:41.6,43:41.6,20,Confirmed,Failed,3370.58,390.26,606.7,3587.02
16564,16565,666,1905,8,43:41.6,43:41.6,20,Cancelled,Failed,2390.37,133.56,430.27,2687.08
16565,16566,666,1635,7,43:41.6,43:41.6,20,Confirmed,Paid,821.39,153.23,147.85,816.01
16566,16567,666,1743,7,43:41.6,43:41.6,20,Cancelled,Pending,2859.09,460.03,514.64,2913.7
16567,16568,666,1635,7,43:41.6,43:41.6,20,Confirmed,Failed,1879.99,170.1,338.4,2048.29
16568,16569,666,1635,7,43:41.6,43:41.6,20,Completed,Paid,3913.31,345.56,704.4,4272.15
16569,16570,666,879,4,43:41.6,43:41.6,20,Cancelled,Failed,3102.34,57.14,558.42,3603.62
16570,16571,667,428,2,43:41.6,43:41.6,28,Confirmed,Pending,4353.69,849.7,783.66,4287.65
16571,16572,667,1940,8,43:41.6,43:41.6,28,Cancelled,Pending,3276.07,567.91,589.69,3297.85
16572,16573,667,2102,8,43:41.6,43:41.6,28,Completed,Paid,3361.94,62.45,605.15,3904.64
16573,16574,667,860,4,43:41.6,43:41.6,28,Confirmed,Refunded,2463.67,14.29,443.46,2892.84
16574,16575,667,374,2,43:41.6,43:41.6,28,Cancelled,Refunded,2696.57,533.08,485.38,2648.87
16575,16576,667,1292,5,43:41.6,43:41.6,28,Completed,Refunded,3236.98,54.22,582.66,3765.42
16576,16577,667,644,3,43:41.6,43:41.6,28,Cancelled,Pending,1494.66,222.86,269.04,1540.84
16577,16578,667,1022,4,43:41.6,43:41.6,28,Confirmed,Pending,1600.8,47.81,288.14,1841.13
16578,16579,667,212,1,43:41.6,43:41.6,28,Cancelled,Failed,1693.74,255.08,304.87,1743.53
16579,16580,667,914,4,43:41.6,43:41.6,28,Confirmed,Paid,3189.18,114.82,574.05,3648.41
16580,16581,667,2534,10,43:41.6,43:41.6,28,Confirmed,Pending,2164.79,216.75,389.66,2337.7
16581,16582,667,1994,8,43:41.6,43:41.6,28,Cancelled,Refunded,3744.82,353.62,674.07,4065.27
16582,16583,667,2534,10,43:41.6,43:41.6,28,Confirmed,Failed,4503.62,164.53,810.65,5149.74
16583,16584,667,2210,9,43:41.6,43:41.6,28,Confirmed,Paid,2111.39,64.18,380.05,2427.26
16584,16585,667,320,2,43:41.6,43:41.6,28,Cancelled,Refunded,3547.54,259.81,638.56,3926.29
16585,16586,667,1346,5,43:41.6,43:41.6,28,Completed,Paid,2028.9,37.54,365.2,2356.56
16586,16587,667,2696,10,43:41.6,43:41.6,28,Completed,Pending,1766.71,47.33,318.01,2037.39
16587,16588,667,860,4,43:41.6,43:41.6,28,Cancelled,Refunded,4880.93,973.18,878.57,4786.32
16588,16589,667,1184,5,43:41.6,43:41.6,28,Completed,Pending,1109.69,158.61,199.74,1150.82
16589,16590,667,914,4,43:41.6,43:41.6,28,Completed,Failed,2735.04,457.32,492.31,2770.03
16590,16591,667,752,3,43:41.6,43:41.6,28,Cancelled,Failed,3517.2,563.37,633.1,3586.93
16591,16592,667,1076,4,43:41.6,43:41.6,28,Completed,Refunded,1886.85,276.89,339.63,1949.59
16592,16593,667,752,3,43:41.6,43:41.6,28,Cancelled,Failed,2196.2,161.92,395.32,2429.6
16593,16594,667,1940,8,43:41.6,43:41.6,28,Completed,Failed,4168.13,417.4,750.26,4500.99
16594,16595,667,2642,10,43:41.6,43:41.6,28,Completed,Refunded,3755.08,214.72,675.91,4216.27
16595,16596,667,2210,9,43:41.6,43:41.6,28,Completed,Paid,2104.96,223.1,378.89,2260.75
