Booking_ID,User_ID,Provider_ID,Service_ID,Booking_Date,Service_Date,Service_Location,Booking_Status,Payment_Status,Service_Time,Booking_Time,Lead_Time,Service_Time_Slot,Base_Fare,Adjusted_Fare,Location_Adjusted_Fare,Final_Payment
8633,339,1488,6,2022-12-05,2022-12-15,8,Confirmed,Failed,7,11:47:17,10,Morning,1000,1000.0,1080.0,1080.0
27650,1116,1488,6,2022-12-10,2022-12-17,8,Cancelled,Refunded,5,16:39:00,7,Night,1000,1000.0,1080.0,1242.0
29756,1212,1488,6,2022-12-17,2022-12-20,8,Cancelled,Pending,19,20:14:48,3,Evening,1000,1000.0,1080.0,1188.0
9207,364,1488,6,2022-12-17,2022-12-24,8,Cancelled,Paid,14,13:27:26,7,Afternoon,1000,1000.0,1080.0,1134.0
226,8,1489,6,2014-11-11,2014-11-19,48,Cancelled,Pending,6,03:18:24,8,Morning,1000,1000.0,1480.0,1480.0
27351,1103,1489,6,2014-11-17,2014-11-24,48,Cancelled,Refunded,5,05:08:32,7,Night,1000,1000.0,1480.0,1702.0
15289,612,1489,6,2014-11-23,2014-11-25,48,Confirmed,Pending,23,00:00:20,2,Night,1000,1200.0,1680.0,1932.0
8979,354,1489,6,2014-11-26,2014-11-28,48,Cancelled,Refunded,2,03:22:51,2,Night,1000,1200.0,1680.0,1932.0
8440,332,1489,6,2014-11-26,2014-11-29,48,Cancelled,Pending,1,22:45:57,3,Night,1000,1000.0,1480.0,1702.0
8453,332,1489,6,2014-11-27,2014-12-04,48,Completed,Failed,23,00:34:47,7,Night,1000,1000.0,1480.0,1702.0
30311,1233,1489,6,2014-11-29,2014-12-09,48,Confirmed,Refunded,15,01:58:11,10,Afternoon,1000,1000.0,1480.0,1554.0
31275,1270,1489,6,2014-12-04,2014-12-14,48,Completed,Refunded,21,02:28:31,10,Evening,1000,1000.0,1480.0,1628.0
26267,1056,1489,6,2014-12-09,2014-12-15,48,Completed,Paid,20,05:18:16,6,Evening,1000,1000.0,1480.0,1628.0
2,0,1489,6,2014-12-10,2014-12-19,48,Completed,Paid,20,12:57:37,9,Evening,1000,1000.0,1480.0,1628.0
21656,881,1489,6,2014-12-16,2014-12-23,48,Cancelled,Pending,22,03:39:52,7,Night,1000,1000.0,1480.0,1702.0
8024,315,1489,6,2014-12-17,2014-12-25,48,Confirmed,Failed,10,05:58:07,8,Morning,1000,1000.0,1480.0,1480.0
26486,1064,1489,6,2014-12-26,2014-12-29,48,Confirmed,Paid,16,23:18:14,3,Afternoon,1000,1000.0,1480.0,1554.0
12590,502,1489,6,2014-12-23,2014-12-31,48,Completed,Refunded,13,21:03:33,8,Afternoon,1000,1000.0,1480.0,1554.0
30314,1233,1489,6,2015-01-02,2015-01-04,48,Cancelled,Refunded,16,08:12:10,2,Afternoon,1000,1200.0,1680.0,1764.0
27094,1093,1489,6,2014-12-30,2015-01-07,48,Confirmed,Paid,7,23:27:12,8,Morning,1000,1000.0,1480.0,1480.0
18107,725,1490,6,2016-09-02,2016-09-11,34,Completed,Refunded,21,03:27:22,9,Evening,1000,1000.0,1340.0,1474.0
15024,604,1490,6,2016-09-03,2016-09-13,34,Completed,Paid,16,09:59:58,10,Afternoon,1000,1000.0,1340.0,1407.0
18097,725,1490,6,2016-09-08,2016-09-15,34,Confirmed,Paid,6,08:57:21,7,Morning,1000,1000.0,1340.0,1340.0
31672,1290,1490,6,2016-09-08,2016-09-17,34,Completed,Pending,13,18:48:10,9,Afternoon,1000,1000.0,1340.0,1407.0
22331,908,1490,6,2016-09-15,2016-09-20,34,Completed,Pending,23,05:14:57,5,Night,1000,1000.0,1340.0,1541.0
25447,1029,1490,6,2016-09-14,2016-09-24,34,Confirmed,Failed,0,11:55:11,10,Night,1000,1000.0,1340.0,1541.0
28597,1163,1490,6,2016-09-22,2016-09-26,34,Completed,Pending,6,09:35:04,4,Morning,1000,1000.0,1340.0,1340.0
26651,1071,1490,6,2016-09-21,2016-09-27,34,Confirmed,Paid,22,10:59:03,6,Night,1000,1000.0,1340.0,1541.0
4816,198,1490,6,2016-09-21,2016-09-29,34,Confirmed,Refunded,4,13:17:12,8,Night,1000,1000.0,1340.0,1541.0
25931,1046,1490,6,2016-09-25,2016-10-04,34,Cancelled,Refunded,20,03:10:33,9,Evening,1000,1000.0,1340.0,1474.0
24716,995,1490,6,2016-10-01,2016-10-08,34,Confirmed,Pending,19,09:16:43,7,Evening,1000,1000.0,1340.0,1474.0
25460,1029,1490,6,2016-10-09,2016-10-13,34,Cancelled,Paid,22,09:05:54,4,Night,1000,1000.0,1340.0,1541.0
31431,1279,1491,6,2024-05-11,2024-05-21,24,Confirmed,Refunded,10,17:33:37,10,Morning,1000,1000.0,1240.0,1240.0
3707,151,1491,6,2024-05-21,2024-05-24,24,Completed,Failed,13,05:23:44,3,Afternoon,1000,1000.0,1240.0,1302.0
16977,681,1491,6,2024-05-21,2024-05-25,24,Cancelled,Pending,22,08:38:51,4,Night,1000,1000.0,1240.0,1426.0
27960,1133,1491,6,2024-05-23,2024-05-27,24,Completed,Failed,22,06:25:49,4,Night,1000,1000.0,1240.0,1426.0
1940,80,1491,6,2024-05-24,2024-05-30,24,Completed,Pending,15,06:02:31,6,Afternoon,1000,1000.0,1240.0,1302.0
24343,981,1492,6,2012-07-20,2012-07-28,40,Confirmed,Paid,3,17:17:08,8,Night,1000,1000.0,1400.0,1610.0
30502,1240,1492,6,2012-07-20,2012-07-30,40,Confirmed,Failed,11,23:34:11,10,Morning,1000,1000.0,1400.0,1400.0
16264,656,1492,6,2012-07-27,2012-07-31,40,Completed,Pending,20,06:07:15,4,Evening,1000,1000.0,1400.0,1540.0
28983,1179,1492,6,2012-07-31,2012-08-03,40,Confirmed,Pending,2,15:27:30,3,Night,1000,1000.0,1400.0,1610.0
10659,429,1492,6,2012-07-31,2012-08-05,40,Completed,Pending,16,12:05:58,5,Afternoon,1000,1000.0,1400.0,1470.0
20359,820,1492,6,2012-07-30,2012-08-08,40,Completed,Paid,3,00:39:36,9,Night,1000,1000.0,1400.0,1610.0
7049,280,1492,6,2012-08-10,2012-08-12,40,Confirmed,Failed,16,17:55:02,2,Afternoon,1000,1200.0,1600.0,1680.0
20793,844,1492,6,2012-08-09,2012-08-14,40,Confirmed,Paid,11,00:57:10,5,Morning,1000,1000.0,1400.0,1400.0
32548,1328,1492,6,2012-08-13,2012-08-18,40,Completed,Paid,7,04:41:38,5,Morning,1000,1000.0,1400.0,1400.0
26682,1074,1493,6,2015-06-18,2015-06-24,21,Cancelled,Failed,1,10:45:42,6,Night,1000,1000.0,1210.0,1391.5
28457,1155,1493,6,2015-06-18,2015-06-26,21,Cancelled,Paid,12,03:09:01,8,Afternoon,1000,1000.0,1210.0,1270.5
23482,950,1493,6,2015-06-27,2015-06-30,21,Confirmed,Failed,23,12:56:16,3,Night,1000,1000.0,1210.0,1391.5
14946,601,1493,6,2015-07-03,2015-07-05,21,Confirmed,Pending,15,03:24:49,2,Afternoon,1000,1200.0,1410.0,1480.5
21769,886,1494,6,2017-05-01,2017-05-05,35,Confirmed,Failed,4,18:44:31,4,Night,1000,1000.0,1350.0,1552.5
8855,350,1494,6,2017-04-30,2017-05-09,35,Confirmed,Paid,10,14:51:57,9,Morning,1000,1000.0,1350.0,1350.0
8863,350,1494,6,2017-05-03,2017-05-12,35,Completed,Failed,17,19:40:17,9,Evening,1000,1000.0,1350.0,1485.0
3939,161,1494,6,2017-05-05,2017-05-15,35,Confirmed,Failed,13,03:11:13,10,Afternoon,1000,1000.0,1350.0,1417.5
410,16,1494,6,2017-05-10,2017-05-17,35,Confirmed,Failed,19,17:42:38,7,Evening,1000,1000.0,1350.0,1485.0
25012,1008,1494,6,2017-05-15,2017-05-19,35,Confirmed,Pending,2,14:22:56,4,Night,1000,1000.0,1350.0,1552.5
25000,1008,1494,6,2017-05-13,2017-05-21,35,Completed,Refunded,16,00:38:01,8,Afternoon,1000,1000.0,1350.0,1417.5
13696,553,1494,6,2017-05-19,2017-05-26,35,Completed,Paid,7,18:09:13,7,Morning,1000,1000.0,1350.0,1350.0
7932,311,1494,6,2017-05-21,2017-05-30,35,Confirmed,Pending,2,14:08:32,9,Night,1000,1000.0,1350.0,1552.5
7945,311,1494,6,2017-05-22,2017-05-31,35,Completed,Failed,15,05:46:07,9,Afternoon,1000,1000.0,1350.0,1417.5
3952,161,1494,6,2017-05-31,2017-06-04,35,Completed,Paid,5,00:25:12,4,Night,1000,1000.0,1350.0,1552.5
3943,161,1494,6,2017-05-30,2017-06-07,35,Confirmed,Pending,16,08:15:51,8,Afternoon,1000,1000.0,1350.0,1417.5
8365,328,1494,6,2017-05-30,2017-06-08,35,Confirmed,Refunded,9,06:22:51,9,Morning,1000,1000.0,1350.0,1350.0
25727,1038,1494,6,2017-06-02,2017-06-09,35,Completed,Failed,20,12:13:52,7,Evening,1000,1000.0,1350.0,1485.0
21101,856,1494,6,2017-06-10,2017-06-12,35,Completed,Paid,5,03:14:36,2,Night,1000,1200.0,1550.0,1782.5
31856,1298,1494,6,2017-06-06,2017-06-15,35,Cancelled,Refunded,22,17:39:12,9,Night,1000,1000.0,1350.0,1552.5
21075,855,1494,6,2017-06-10,2017-06-19,35,Completed,Refunded,16,21:13:29,9,Afternoon,1000,1000.0,1350.0,1417.5
32908,104,1495,6,2020-05-08,2020-05-17,37,Completed,Failed,15,02:12:51,9,Afternoon,1000,1000.0,1370.0,1438.5
30366,1236,1495,6,2020-05-13,2020-05-20,37,Confirmed,Failed,23,09:00:20,7,Night,1000,1000.0,1370.0,1575.5
4499,184,1495,6,2020-05-14,2020-05-24,37,Completed,Paid,13,07:16:11,10,Afternoon,1000,1000.0,1370.0,1438.5
27115,1094,1495,6,2020-05-18,2020-05-25,37,Cancelled,Refunded,1,08:18:10,7,Night,1000,1000.0,1370.0,1575.5
15205,609,1495,6,2020-05-19,2020-05-28,37,Confirmed,Pending,21,08:02:12,9,Evening,1000,1000.0,1370.0,1507.0
30355,1236,1495,6,2020-05-26,2020-06-02,37,Completed,Pending,22,09:10:13,7,Night,1000,1000.0,1370.0,1575.5
30445,1237,1495,6,2020-05-29,2020-06-06,37,Completed,Paid,9,18:05:14,8,Morning,1000,1000.0,1370.0,1370.0
5697,232,1496,6,2021-11-27,2021-12-01,44,Cancelled,Pending,5,06:25:07,4,Night,1000,1000.0,1440.0,1656.0
22386,909,1496,6,2021-11-28,2021-12-05,44,Confirmed,Failed,22,14:22:02,7,Night,1000,1000.0,1440.0,1656.0
18152,726,1496,6,2021-12-02,2021-12-06,44,Cancelled,Pending,10,01:01:36,4,Morning,1000,1000.0,1440.0,1440.0
24748,996,1496,6,2021-12-04,2021-12-08,44,Cancelled,Refunded,2,14:15:09,4,Night,1000,1000.0,1440.0,1656.0
5628,230,1496,6,2021-12-01,2021-12-10,44,Confirmed,Failed,18,16:33:46,9,Evening,1000,1000.0,1440.0,1584.0
22533,913,1496,6,2021-12-09,2021-12-12,44,Cancelled,Refunded,8,18:11:17,3,Morning,1000,1000.0,1440.0,1440.0
22521,913,1496,6,2021-12-04,2021-12-14,44,Cancelled,Paid,9,05:54:03,10,Morning,1000,1000.0,1440.0,1440.0
3660,150,1496,6,2021-12-08,2021-12-18,44,Confirmed,Failed,16,09:37:55,10,Afternoon,1000,1000.0,1440.0,1512.0
24730,996,1496,6,2021-12-15,2021-12-19,44,Cancelled,Paid,19,01:34:37,4,Evening,1000,1000.0,1440.0,1584.0
29870,1216,1496,6,2021-12-15,2021-12-21,44,Confirmed,Pending,22,05:21:05,6,Night,1000,1000.0,1440.0,1656.0
21410,870,1496,6,2021-12-18,2021-12-23,44,Completed,Refunded,18,03:02:31,5,Evening,1000,1000.0,1440.0,1584.0
9478,380,1497,6,2019-05-15,2019-05-21,42,Confirmed,Refunded,21,04:13:53,6,Evening,1000,1000.0,1420.0,1562.0
24793,998,1497,6,2019-05-14,2019-05-24,42,Completed,Failed,8,21:49:36,10,Morning,1000,1000.0,1420.0,1420.0
16376,662,1497,6,2019-05-21,2019-05-29,42,Confirmed,Refunded,4,17:09:51,8,Night,1000,1000.0,1420.0,1633.0
19384,783,1497,6,2019-05-21,2019-05-31,42,Completed,Failed,3,03:27:43,10,Night,1000,1000.0,1420.0,1633.0
27224,1099,1497,6,2019-06-02,2019-06-05,42,Confirmed,Paid,9,14:21:20,3,Morning,1000,1000.0,1420.0,1420.0
21269,865,1497,6,2019-06-04,2019-06-07,42,Cancelled,Failed,6,20:12:29,3,Morning,1000,1000.0,1420.0,1420.0
13130,524,1497,6,2019-06-04,2019-06-11,42,Cancelled,Refunded,5,13:35:08,7,Night,1000,1000.0,1420.0,1633.0
1408,60,1497,6,2019-06-13,2019-06-16,42,Confirmed,Paid,2,12:43:21,3,Night,1000,1000.0,1420.0,1633.0
31971,1303,1497,6,2019-06-13,2019-06-21,42,Cancelled,Pending,0,19:30:01,8,Night,1000,1000.0,1420.0,1633.0
27253,1099,1497,6,2019-06-19,2019-06-22,42,Cancelled,Refunded,10,04:16:08,3,Morning,1000,1000.0,1420.0,1420.0
16377,662,1497,6,2019-06-16,2019-06-26,42,Cancelled,Pending,10,02:41:42,10,Morning,1000,1000.0,1420.0,1420.0
18216,729,1497,6,2019-06-24,2019-07-01,42,Cancelled,Refunded,13,04:17:15,7,Afternoon,1000,1000.0,1420.0,1491.0
27241,1099,1497,6,2019-06-26,2019-07-02,42,Cancelled,Failed,20,06:53:19,6,Evening,1000,1000.0,1420.0,1562.0
14803,596,1498,6,2017-01-09,2017-01-19,33,Cancelled,Paid,12,05:10:47,10,Afternoon,1000,1000.0,1330.0,1396.5
16815,675,1498,6,2017-01-19,2017-01-24,33,Completed,Pending,4,05:05:53,5,Night,1000,1000.0,1330.0,1529.5
9932,401,1498,6,2017-01-20,2017-01-29,33,Confirmed,Refunded,8,02:00:20,9,Morning,1000,1000.0,1330.0,1330.0
1610,68,1498,6,2017-01-30,2017-02-01,33,Confirmed,Refunded,8,14:21:04,2,Morning,1000,1200.0,1530.0,1530.0
6143,249,1498,6,2017-01-27,2017-02-02,33,Cancelled,Refunded,12,00:04:49,6,Afternoon,1000,1000.0,1330.0,1396.5
20699,838,1498,6,2017-02-04,2017-02-07,33,Cancelled,Refunded,13,17:09:05,3,Afternoon,1000,1000.0,1330.0,1396.5
17219,689,1498,6,2017-01-30,2017-02-09,33,Confirmed,Paid,8,22:57:27,10,Morning,1000,1000.0,1330.0,1330.0
16828,677,1498,6,2017-02-08,2017-02-14,33,Confirmed,Pending,21,21:51:12,6,Evening,1000,1000.0,1330.0,1463.0
26744,1076,1498,6,2017-02-08,2017-02-17,33,Confirmed,Refunded,8,07:43:41,9,Morning,1000,1000.0,1330.0,1330.0
29714,1208,1498,6,2017-02-11,2017-02-19,33,Cancelled,Pending,12,10:24:45,8,Afternoon,1000,1000.0,1330.0,1396.5
16838,677,1498,6,2017-02-17,2017-02-22,33,Completed,Paid,3,07:46:05,5,Night,1000,1000.0,1330.0,1529.5
1624,68,1498,6,2017-02-19,2017-02-26,33,Confirmed,Failed,5,20:21:05,7,Night,1000,1000.0,1330.0,1529.5
26756,1076,1498,6,2017-02-23,2017-03-02,33,Confirmed,Pending,14,02:43:17,7,Afternoon,1000,1000.0,1330.0,1396.5
14097,568,1498,6,2017-02-27,2017-03-06,33,Completed,Refunded,21,20:16:10,7,Evening,1000,1000.0,1330.0,1463.0
4638,191,1498,6,2017-02-27,2017-03-07,33,Completed,Pending,0,14:50:38,8,Night,1000,1000.0,1330.0,1529.5
19264,780,1498,6,2017-03-03,2017-03-10,33,Confirmed,Paid,2,21:48:11,7,Night,1000,1000.0,1330.0,1529.5
26226,1055,1498,6,2017-03-06,2017-03-14,33,Completed,Paid,23,17:56:11,8,Night,1000,1000.0,1330.0,1529.5
14523,585,1498,6,2017-03-13,2017-03-15,33,Completed,Paid,13,17:50:58,2,Afternoon,1000,1200.0,1530.0,1606.5
6084,247,1498,6,2017-03-09,2017-03-18,33,Completed,Pending,0,18:42:26,9,Night,1000,1000.0,1330.0,1529.5
24180,975,1499,6,2018-07-01,2018-07-03,1,Confirmed,Paid,10,10:49:04,2,Morning,1000,1200.0,1210.0,1210.0
11328,455,1499,6,2018-07-02,2018-07-05,1,Completed,Pending,5,09:23:36,3,Night,1000,1000.0,1010.0,1161.5
24192,975,1499,6,2018-07-05,2018-07-09,1,Confirmed,Paid,17,18:11:38,4,Evening,1000,1000.0,1010.0,1111.0
24075,972,1499,6,2018-07-01,2018-07-11,1,Confirmed,Pending,17,11:42:57,10,Evening,1000,1000.0,1010.0,1111.0
29304,1194,1499,6,2018-07-03,2018-07-12,1,Completed,Refunded,7,12:07:48,9,Morning,1000,1000.0,1010.0,1010.0
4072,166,1499,6,2018-07-09,2018-07-13,1,Cancelled,Paid,15,07:41:57,4,Afternoon,1000,1000.0,1010.0,1060.5
11317,455,1499,6,2018-07-05,2018-07-15,1,Completed,Paid,6,09:11:01,10,Morning,1000,1000.0,1010.0,1010.0
4085,166,1499,6,2018-07-14,2018-07-20,1,Cancelled,Paid,21,01:03:40,6,Evening,1000,1000.0,1010.0,1111.0
20166,814,1499,6,2018-07-11,2018-07-21,1,Completed,Paid,8,15:47:28,10,Morning,1000,1000.0,1010.0,1010.0
20177,814,1499,6,2018-07-19,2018-07-23,1,Cancelled,Refunded,6,12:08:56,4,Morning,1000,1000.0,1010.0,1010.0
11327,455,1499,6,2018-07-15,2018-07-24,1,Completed,Pending,0,17:41:37,9,Night,1000,1000.0,1010.0,1161.5
25709,1037,1499,6,2018-07-23,2018-07-26,1,Cancelled,Refunded,20,01:04:55,3,Evening,1000,1000.0,1010.0,1111.0
4076,166,1499,6,2018-07-25,2018-07-30,1,Confirmed,Failed,7,05:20:22,5,Morning,1000,1000.0,1010.0,1010.0
27837,1127,1499,6,2018-08-01,2018-08-03,1,Confirmed,Refunded,23,20:56:58,2,Night,1000,1200.0,1210.0,1391.5
24097,972,1499,6,2018-07-29,2018-08-08,1,Cancelled,Paid,18,08:39:28,10,Evening,1000,1000.0,1010.0,1111.0
29297,1194,1499,6,2018-08-07,2018-08-09,1,Cancelled,Failed,18,16:07:06,2,Evening,1000,1200.0,1210.0,1331.0
24580,991,1500,6,2018-01-29,2018-02-04,23,Cancelled,Refunded,10,06:04:52,6,Morning,1000,1000.0,1230.0,1230.0
25604,1034,1500,6,2018-02-02,2018-02-07,23,Confirmed,Pending,19,08:03:21,5,Evening,1000,1000.0,1230.0,1353.0
12111,486,1500,6,2018-02-02,2018-02-10,23,Completed,Pending,13,03:41:07,8,Afternoon,1000,1000.0,1230.0,1291.5
18182,727,1500,6,2018-02-10,2018-02-12,23,Completed,Paid,14,21:03:36,2,Afternoon,1000,1200.0,1430.0,1501.5
18184,727,1500,6,2018-02-04,2018-02-13,23,Confirmed,Refunded,15,07:17:21,9,Afternoon,1000,1000.0,1230.0,1291.5
22902,925,1500,6,2018-02-10,2018-02-18,23,Cancelled,Pending,9,09:28:45,8,Morning,1000,1000.0,1230.0,1230.0
17743,711,1500,6,2018-02-16,2018-02-20,23,Completed,Pending,3,02:26:01,4,Night,1000,1000.0,1230.0,1414.5
18819,761,1500,6,2018-02-13,2018-02-21,23,Cancelled,Failed,16,11:35:55,8,Afternoon,1000,1000.0,1230.0,1291.5
15999,644,1500,6,2018-02-22,2018-02-24,23,Cancelled,Refunded,15,04:03:57,2,Afternoon,1000,1200.0,1430.0,1501.5
12107,486,1500,6,2018-02-25,2018-02-28,23,Cancelled,Failed,21,04:41:32,3,Evening,1000,1000.0,1230.0,1353.0
14026,566,1500,6,2018-03-01,2018-03-04,23,Completed,Refunded,8,04:01:34,3,Morning,1000,1000.0,1230.0,1230.0
9767,392,1500,6,2018-02-28,2018-03-06,23,Cancelled,Pending,9,23:13:11,6,Morning,1000,1000.0,1230.0,1230.0
26195,1054,1500,6,2018-03-05,2018-03-08,23,Confirmed,Failed,5,06:29:35,3,Night,1000,1000.0,1230.0,1414.5
18873,764,1500,6,2018-03-10,2018-03-13,23,Confirmed,Refunded,8,13:03:03,3,Morning,1000,1000.0,1230.0,1230.0
22901,925,1500,6,2018-03-08,2018-03-14,23,Completed,Refunded,14,23:10:29,6,Afternoon,1000,1000.0,1230.0,1291.5
16497,665,1500,6,2018-03-07,2018-03-15,23,Completed,Failed,15,07:10:37,8,Afternoon,1000,1000.0,1230.0,1291.5
26186,1054,1500,6,2018-03-13,2018-03-18,23,Confirmed,Pending,17,02:57:59,5,Evening,1000,1000.0,1230.0,1353.0
25382,1025,1500,6,2018-03-09,2018-03-19,23,Confirmed,Refunded,17,12:24:11,10,Evening,1000,1000.0,1230.0,1353.0
615,23,1501,6,2021-04-27,2021-05-01,5,Cancelled,Paid,14,19:33:56,4,Afternoon,1000,1000.0,1050.0,1102.5
7365,291,1501,6,2021-05-02,2021-05-04,5,Confirmed,Refunded,6,13:12:50,2,Morning,1000,1200.0,1250.0,1250.0
7226,285,1501,6,2021-04-28,2021-05-07,5,Cancelled,Refunded,17,05:24:31,9,Evening,1000,1000.0,1050.0,1155.0
15139,607,1501,6,2021-05-10,2021-05-12,5,Cancelled,Paid,15,01:52:35,2,Afternoon,1000,1200.0,1250.0,1312.5
13434,542,1501,6,2021-05-11,2021-05-14,5,Confirmed,Refunded,6,16:36:10,3,Morning,1000,1000.0,1050.0,1050.0
9317,370,1501,6,2021-05-09,2021-05-15,5,Cancelled,Pending,13,05:57:48,6,Afternoon,1000,1000.0,1050.0,1102.5
13209,529,1501,6,2021-05-13,2021-05-19,5,Completed,Failed,20,01:57:53,6,Evening,1000,1000.0,1050.0,1155.0
9994,403,1501,6,2021-05-14,2021-05-24,5,Confirmed,Pending,1,15:42:14,10,Night,1000,1000.0,1050.0,1207.5
26006,1048,1501,6,2021-05-19,2021-05-26,5,Confirmed,Paid,17,07:01:55,7,Evening,1000,1000.0,1050.0,1155.0
26346,1059,1502,6,2012-11-11,2012-11-19,6,Completed,Failed,0,22:30:38,8,Night,1000,1000.0,1060.0,1219.0
18937,766,1502,6,2012-11-21,2012-11-24,6,Completed,Pending,23,17:43:43,3,Night,1000,1000.0,1060.0,1219.0
18942,766,1502,6,2012-11-15,2012-11-25,6,Completed,Refunded,16,21:10:06,10,Afternoon,1000,1000.0,1060.0,1113.0
17187,688,1502,6,2012-11-25,2012-11-30,6,Completed,Pending,6,17:11:01,5,Morning,1000,1000.0,1060.0,1060.0
659,25,1502,6,2012-11-25,2012-12-02,6,Confirmed,Pending,9,12:50:22,7,Morning,1000,1000.0,1060.0,1060.0
27015,1091,1502,6,2012-11-27,2012-12-04,6,Cancelled,Paid,0,23:42:14,7,Night,1000,1000.0,1060.0,1219.0
8158,318,1502,6,2012-11-30,2012-12-08,6,Completed,Pending,17,23:18:30,8,Evening,1000,1000.0,1060.0,1166.0
1881,78,1502,6,2012-12-10,2012-12-13,6,Cancelled,Refunded,1,09:28:39,3,Night,1000,1000.0,1060.0,1219.0
26355,1059,1502,6,2012-12-10,2012-12-17,6,Completed,Pending,15,18:26:30,7,Afternoon,1000,1000.0,1060.0,1113.0
13081,522,1502,6,2012-12-16,2012-12-21,6,Confirmed,Failed,12,14:32:02,5,Afternoon,1000,1000.0,1060.0,1113.0
8123,318,1502,6,2012-12-15,2012-12-24,6,Cancelled,Paid,9,06:50:07,9,Morning,1000,1000.0,1060.0,1060.0
7772,306,1502,6,2012-12-21,2012-12-28,6,Cancelled,Refunded,21,21:57:31,7,Evening,1000,1000.0,1060.0,1166.0
25272,1021,1502,6,2012-12-27,2012-12-29,6,Cancelled,Pending,15,00:25:52,2,Afternoon,1000,1200.0,1260.0,1323.0
7764,306,1502,6,2012-12-24,2012-12-31,6,Confirmed,Pending,3,11:58:26,7,Night,1000,1000.0,1060.0,1219.0
7773,306,1502,6,2012-12-31,2013-01-02,6,Confirmed,Paid,11,12:41:44,2,Morning,1000,1200.0,1260.0,1260.0
18931,766,1502,6,2012-12-30,2013-01-07,6,Completed,Pending,3,03:09:16,8,Night,1000,1000.0,1060.0,1219.0
1913,78,1502,6,2013-01-06,2013-01-11,6,Completed,Refunded,14,07:41:46,5,Afternoon,1000,1000.0,1060.0,1113.0
31148,1266,1502,6,2013-01-08,2013-01-16,6,Confirmed,Pending,3,03:18:53,8,Night,1000,1000.0,1060.0,1219.0
4951,201,1502,6,2013-01-10,2013-01-19,6,Completed,Pending,1,06:58:30,9,Night,1000,1000.0,1060.0,1219.0
13074,522,1502,6,2013-01-20,2013-01-24,6,Completed,Paid,17,00:31:51,4,Evening,1000,1000.0,1060.0,1166.0
22845,924,1502,6,2013-01-24,2013-01-29,6,Completed,Refunded,14,14:33:59,5,Afternoon,1000,1000.0,1060.0,1113.0
7435,292,1503,6,2013-07-24,2013-08-01,39,Completed,Paid,19,21:08:47,8,Evening,1000,1000.0,1390.0,1529.0
27313,1102,1503,6,2013-07-26,2013-08-02,39,Cancelled,Refunded,17,18:07:42,7,Evening,1000,1000.0,1390.0,1529.0
10517,425,1504,6,2020-03-01,2020-03-11,30,Cancelled,Paid,12,17:34:33,10,Afternoon,1000,1000.0,1300.0,1365.0
6102,248,1504,6,2020-03-07,2020-03-16,30,Completed,Refunded,12,14:45:07,9,Afternoon,1000,1000.0,1300.0,1365.0
23204,940,1504,6,2020-03-12,2020-03-20,30,Cancelled,Paid,19,21:10:16,8,Evening,1000,1000.0,1300.0,1430.0
7702,303,1504,6,2020-03-17,2020-03-23,30,Confirmed,Paid,22,02:45:00,6,Night,1000,1000.0,1300.0,1495.0
25529,1032,1505,6,2019-01-17,2019-01-24,19,Completed,Pending,7,08:32:03,7,Morning,1000,1000.0,1190.0,1190.0
9693,388,1505,6,2019-01-20,2019-01-29,19,Confirmed,Refunded,12,16:39:30,9,Afternoon,1000,1000.0,1190.0,1249.5
12165,487,1505,6,2019-01-31,2019-02-03,19,Cancelled,Failed,13,21:59:05,3,Afternoon,1000,1000.0,1190.0,1249.5
26984,1090,1505,6,2019-01-26,2019-02-04,19,Completed,Refunded,6,20:17:24,9,Morning,1000,1000.0,1190.0,1190.0
9691,388,1505,6,2019-01-30,2019-02-05,19,Confirmed,Failed,11,05:43:34,6,Morning,1000,1000.0,1190.0,1190.0
5104,208,1505,6,2019-01-31,2019-02-07,19,Cancelled,Pending,22,07:13:33,7,Night,1000,1000.0,1190.0,1368.5
2048,85,1505,6,2019-02-01,2019-02-11,19,Completed,Refunded,15,23:22:46,10,Afternoon,1000,1000.0,1190.0,1249.5
18636,753,1505,6,2019-02-06,2019-02-16,19,Completed,Paid,18,08:45:11,10,Evening,1000,1000.0,1190.0,1309.0
18637,753,1505,6,2019-02-14,2019-02-17,19,Completed,Paid,14,08:44:42,3,Afternoon,1000,1000.0,1190.0,1249.5
13483,543,1505,6,2019-02-15,2019-02-22,19,Completed,Pending,19,22:42:58,7,Evening,1000,1000.0,1190.0,1309.0
12989,518,1505,6,2019-02-17,2019-02-25,19,Cancelled,Pending,15,17:25:33,8,Afternoon,1000,1000.0,1190.0,1249.5
28707,1167,1505,6,2019-02-19,2019-02-27,19,Completed,Failed,22,19:23:09,8,Night,1000,1000.0,1190.0,1368.5
14892,600,1506,6,2022-06-10,2022-06-12,26,Cancelled,Refunded,23,23:49:55,2,Night,1000,1200.0,1460.0,1679.0
14911,600,1506,6,2022-06-09,2022-06-13,26,Confirmed,Paid,20,04:16:46,4,Evening,1000,1000.0,1260.0,1386.0
9882,396,1506,6,2022-06-08,2022-06-15,26,Completed,Failed,10,22:54:10,7,Morning,1000,1000.0,1260.0,1260.0
11263,452,1506,6,2022-06-16,2022-06-18,26,Completed,Failed,19,12:46:49,2,Evening,1000,1200.0,1460.0,1606.0
